"ID","SampleEvent","AlternateId","Classification","Species","RTotal","RC1","RC2","RC3","RC4","RFC4","RMC4","RC5","RFC5","RMC5","RFA","RMA","RUnknown","Flow","Split"
3877,1059,"4_4_02152014","Copepod","Oithona similis",2.00,,,,,,,,1.00,,1.00,,"",50.00,1.00
3878,1059,"4_4_02152014","Copepod","Calanus pacificus",3.00,,,,,,,,1.00,,2.00,,"",50.00,1.00
3879,1059,"4_4_02152014","Unknown","Egg",4.00,,,,,,,,,,,,"",50.00,1.00
3880,1059,"4_4_02152014","Copepod","Metridia pacifica",5.00,,,,,2.00,1.00,,1.00,1.00,,,"",50.00,1.00
3881,1059,"4_4_02152014","Chaetognath","Parasagitta elegans",10.00,,,,,,,,,,,,"",50.00,1.00
3882,1059,"4_4_02152014","Copepod","Scolecithricella minor",13.00,,,,,,,,4.00,2.00,7.00,,"",50.00,1.00
3883,1059,"4_4_02152014","Tunicate","Oikopleura dioica",14.00,,,,,,,,,,,,"",50.00,1.00
3884,1059,"4_4_02152014","Hydrozoan","Aglantha digitale",15.00,,,,,,,,,,,,"",50.00,1.00
3885,1059,"4_4_02152014","Copepod","Oithona spinirostris",19.00,,,,,,,,2.00,,17.00,,"",50.00,1.00
3886,1059,"4_4_02152014","Copepod","Acartia longerimis",23.00,,,,,,,,,,23.00,,"",50.00,1.00
3887,1059,"4_4_02152014","Myriapod","Siphonophora",23.00,,,,,,,,,,,,"",50.00,1.00
3888,1059,"4_4_02152014","Tunicate","Fritillaria borealis",37.00,,,,,,,,,,,,"",50.00,1.00
3889,1059,"4_4_02152014","Copepod","Pseudocalanus",114.00,,,,,,1.00,,17.00,11.00,84.00,1.00,"",50.00,1.00
3890,1064,"4_7_02152014","Amphipod","Themisto pacifica",1.00,,,,,,,,,,,,"",20.00,1.00
3891,1064,"4_7_02152014","Copepod","Calanus marshallae",2.00,,,,,,,,1.00,1.00,,,"",20.00,1.00
3892,1064,"4_7_02152014","Copepod","Calanus pacificus",2.00,,,,,,,,1.00,,1.00,,"",20.00,1.00
3893,1064,"4_7_02152014","Unknown","Egg",2.00,,,,,,,,,,,,"",20.00,1.00
3894,1064,"4_7_02152014","Tunicate","Fritillaria borealis",2.00,,,,,,,,,,,,"",20.00,1.00
3895,1064,"4_7_02152014","Copepod","Metridia pacifica",3.00,,,,,,,,,,3.00,,"",20.00,1.00
3896,1064,"4_7_02152014","Tunicate","Oikopleura dioica",3.00,,,,,,,,,,,,"",20.00,1.00
3897,1064,"4_7_02152014","Copepod","Scolecithricella minor",3.00,,,,,,,,,,3.00,,"",20.00,1.00
3898,1064,"4_7_02152014","Chaetognath","Parasagitta elegans",4.00,,,,,,,,,,,,"",20.00,1.00
3899,1064,"4_7_02152014","Hydrozoan","Aglantha digitale",5.00,,,,,,,,,,,,"",20.00,1.00
3900,1064,"4_7_02152014","Myriapod","Siphonophora",5.00,,,,,,,,,,,,"",20.00,1.00
3901,1064,"4_7_02152014","Copepod","Acartia longerimis",11.00,,,,,,,,,,11.00,,"",20.00,1.00
3902,1064,"4_7_02152014","Copepod","Pseudocalanus",29.00,,,,,1.00,1.00,,1.00,3.00,23.00,,"",20.00,1.00
3903,1037,"9_1_02152014","Nuda","Beroe",1.00,,,,,,,,,,,,"",40.00,1.00
3904,1037,"9_1_02152014","Cumacean","Cumacea",1.00,,,,,,,,,,,,"",40.00,1.00
3905,1037,"9_1_02152014","Isopod","Idotea",1.00,,,,,,,,,,,,"",40.00,1.00
3906,1037,"9_1_02152014","Copepod","Lucicutia flavicornis",1.00,,,,,,,,,,1.00,,"",40.00,1.00
3907,1037,"9_1_02152014","Fish","Mallotus villosus",1.00,,,,,,,,,,,,"",40.00,1.00
3908,1037,"9_1_02152014","Hydrozoan","Melicertum",1.00,,,,,,,,,,,,"",40.00,1.00
3909,1037,"9_1_02152014","Copepod","Metridia pacifica",1.00,,,1.00,,,,,,,,,"",40.00,1.00
3910,1037,"9_1_02152014","Copepod","Neocalanus cristatus",1.00,,,,,,,,1.00,,,,"",40.00,1.00
3911,1037,"9_1_02152014","Tunicate","Oikopleura dioica",1.00,,,,,,,,,,,,"",40.00,1.00
3912,1037,"9_1_02152014","Ostracod","Ostracoda",1.00,,,,,,,,,,,,"",40.00,1.00
3913,1037,"9_1_02152014","Hydrozoan","Solmundella bitentaculata",1.00,,,,,,,,,,,,"",40.00,1.00
3914,1037,"9_1_02152014","Copepod","Tisbe spp.",1.00,,,,,,,,,,1.00,,"",40.00,1.00
3915,1037,"9_1_02152014","Annelid","Tomopteris",1.00,,,,,,,,,,,,"",40.00,1.00
3916,1037,"9_1_02152014","Maxillopoda","Facetotecta",2.00,,,,,,,,,,,,"",40.00,1.00
3917,1037,"9_1_02152014","Decapod","Crab zoea",3.00,,,,,,,,,,,,"",40.00,1.00
3918,1037,"9_1_02152014","Gastropod","Limacina helicina",3.00,,,,,,,,,,,,"",40.00,1.00
3919,1037,"9_1_02152014","Copepod","Scolecithricella minor",4.00,,,,,,,,4.00,,,,"",40.00,1.00
3920,1037,"9_1_02152014","Copepod","Calanus pacificus",5.00,,,,,,,,4.00,,,1.00,"",40.00,1.00
3921,1037,"9_1_02152014","Myriapod","Siphonophora",6.00,,,,,,,,,,,,"",40.00,1.00
3922,1037,"9_1_02152014","Tunicate","Fritillaria borealis",7.00,,,,,,,,,,,,"",40.00,1.00
3923,1037,"9_1_02152014","Amphipod","Themisto pacifica",7.00,,,,,,,,,,,,"",40.00,1.00
3924,1037,"9_1_02152014","Unknown","Egg",8.00,,,,,,,,,,,,"",40.00,1.00
3925,1037,"9_1_02152014","Copepod","Oithona spinirostris",9.00,,,,,1.00,,,,,8.00,,"",40.00,1.00
3926,1037,"9_1_02152014","Copepod","Calanus marshallae",11.00,,,,,,,,4.00,1.00,5.00,1.00,"",40.00,1.00
3927,1037,"9_1_02152014","Hydrozoan","Aglantha digitale",20.00,,,,,,,,,,,,"",40.00,1.00
3928,1037,"9_1_02152014","Copepod","Acartia longerimis",23.00,,,,,,,,2.00,2.00,17.00,2.00,"",40.00,1.00
3929,1037,"9_1_02152014","Copepod","Pseudocalanus",69.00,,,,,2.00,1.00,,12.00,12.00,33.00,9.00,"",40.00,1.00
3930,1037,"9_1_02152014","Chaetognath","Parasagitta elegans",76.00,,,,,,,,,,,,"",40.00,1.00
3931,1045,"9_6_02152014","Ophiuroidea","Brittle star",1.00,,,,,,,,,,,,"",50.00,1.00
3932,1045,"9_6_02152014","Copepod","Centropages abdominalis",1.00,,,,,,,,,,,1.00,"",50.00,1.00
3933,1045,"9_6_02152014","Fish","Fish larvae (unknown)",1.00,,,,,,,,,,,,"",50.00,1.00
3934,1045,"9_6_02152014","Gastropod","Limacina helicina",1.00,,,,,,,,,,,,"",50.00,1.00
3935,1045,"9_6_02152014","Hydrozoan","Melicertum",1.00,,,,,,,,,,,,"",50.00,1.00
3936,1045,"9_6_02152014","Crustecean","Nauplii",1.00,,,,,,,,,,,,"",50.00,1.00
3937,1045,"9_6_02152014","Copepod","Neocalanus cristatus",1.00,,,,,1.00,,,,,,,"",50.00,1.00
3938,1045,"9_6_02152014","Tunicate","Oikopleura dioica",1.00,,,,,,,,,,,,"",50.00,1.00
3939,1045,"9_6_02152014","Annelid","Pleurobrachia",1.00,,,,,,,,,,,,"",50.00,1.00
3940,1045,"9_6_02152014","Hydrozoan","Proboscidactyla flavicirrata",1.00,,,,,,,,,,,,"",50.00,1.00
3941,1045,"9_6_02152014","Annelid","Spionidae",2.00,,,,,,,,,,,,"",50.00,1.00
3942,1045,"9_6_02152014","Ostracod","Ostracoda",3.00,,,,,,,,,,,,"",50.00,1.00
3943,1045,"9_6_02152014","Copepod","Calanus pacificus",4.00,,,,,,,,3.00,,,1.00,"",50.00,1.00
3944,1045,"9_6_02152014","Copepod","Scolecithricella minor",4.00,,,,,,,,,1.00,2.00,1.00,"",50.00,1.00
3945,1045,"9_6_02152014","Tunicate","Fritillaria borealis",5.00,,,,,,,,,,,,"",50.00,1.00
3946,1045,"9_6_02152014","Myriapod","Siphonophora",5.00,,,,,,,,,,,,"",50.00,1.00
3947,1045,"9_6_02152014","Copepod","Calanus marshallae",13.00,,,2.00,,,,,6.00,,1.00,4.00,"",50.00,1.00
3948,1045,"9_6_02152014","Hydrozoan","Aglantha digitale",17.00,,,,,,,,,,,,"",50.00,1.00
3949,1045,"9_6_02152014","Copepod","Acartia longerimis",19.00,,,,,,,,4.00,3.00,10.00,2.00,"",50.00,1.00
3950,1045,"9_6_02152014","Chaetognath","Parasagitta elegans",52.00,,,,,,,,,,,,"",50.00,1.00
3951,1045,"9_6_02152014","Copepod","Pseudocalanus",94.00,,,,,1.00,,,26.00,12.00,52.00,3.00,"",50.00,1.00
3952,1073,"3_13_02162014","Copepod","Oithona spinirostris",1.00,,,,,,,,,,1.00,,"",15.00,1.00
3953,1073,"3_13_02162014","Ostracod","Ostracoda",1.00,,,,,,,,,,,,"",15.00,1.00
3954,1073,"3_13_02162014","Chaetognath","Parasagitta elegans",1.00,,,,,,,,,,,,"",15.00,1.00
3955,1073,"3_13_02162014","Copepod","Sapphirina",1.00,,,,,1.00,,,,,,,"",15.00,1.00
3956,1073,"3_13_02162014","Copepod","Scolecithricella minor",1.00,,,,,,,,,1.00,,,"",15.00,1.00
3957,1073,"3_13_02162014","Myriapod","Siphonophora",2.00,,,,,,,,,,,,"",15.00,1.00
3958,1073,"3_13_02162014","Bivalve","Veliger (Bivalvia)",2.00,,,,,,,,,,,,"",15.00,1.00
3959,1073,"3_13_02162014","Hydrozoan","Aglantha digitale",3.00,,,,,,,,,,,,"",15.00,1.00
3960,1073,"3_13_02162014","Copepod","Calanus pacificus",3.00,,,,,,,,2.00,,1.00,,"",15.00,1.00
3961,1073,"3_13_02162014","Cumacean","Cumacea",3.00,,,,,,,,,,,,"",15.00,1.00
3962,1073,"3_13_02162014","Unknown","Egg",3.00,,,,,,,,,,,,"",15.00,1.00
3963,1073,"3_13_02162014","Malacostraca","Gammaridae",4.00,,,,,,,,,,,,"",15.00,1.00
3964,1073,"3_13_02162014","Copepod","Metridia pacifica",4.00,,,,,,,,,1.00,3.00,,"",15.00,1.00
3965,1073,"3_13_02162014","Copepod","Calanus marshallae",6.00,,,,,,,,5.00,,1.00,,"",15.00,1.00
3966,1073,"3_13_02162014","Ostracod","CYPRIS larva (Barnacle)",6.00,,,,,,,,,,,,"",15.00,1.00
3967,1073,"3_13_02162014","Copepod","Acartia longerimis",10.00,,,,,,,,,,10.00,,"",15.00,1.00
3968,1073,"3_13_02162014","Copepod","Pseudocalanus",33.00,,,,,,,,5.00,2.00,25.00,1.00,"",15.00,1.00
3985,1080,"3_8_02162014","Mysid","Acanthomysis",1.00,,,,,,,,,,,,"",50.00,1.00
3986,1080,"3_8_02162014","Euphausid","Thysanoessa spinifera",1.00,,,,,,,,,,,,"",50.00,1.00
3987,1080,"3_8_02162014","Hydrozoan","Aglantha digitale",1.00,,,,,,,,,,,,"",50.00,2.00
3988,1080,"3_8_02162014","Malacostraca","Caprella mutica",1.00,,,,,,,,,,,,"",50.00,2.00
3989,1080,"3_8_02162014","Cumacean","Cumacea",1.00,,,,,,,,,,,,"",50.00,2.00
3990,1080,"3_8_02162014","Unknown","Egg",1.00,,,,,,,,,,,,"",50.00,2.00
3991,1080,"3_8_02162014","Isopod","Idotea",1.00,,,,,,,,,,,,"",50.00,2.00
3992,1080,"3_8_02162014","Copepod","Oithona similis",1.00,,,,,,,,,,1.00,,"",50.00,2.00
3993,1080,"3_8_02162014","Ostracod","Ostracoda",1.00,,,,,,,,,,,,"",50.00,2.00
3994,1080,"3_8_02162014","Amphipod","Themisto pacifica",1.00,,,,,,,,,,,,"",50.00,2.00
3995,1080,"3_8_02162014","Copepod","Calanus pacificus",2.00,,,,,,,,1.00,,1.00,,"",50.00,2.00
3996,1080,"3_8_02162014","Tunicate","Fritillaria borealis",2.00,,,,,,,,,,,,"",50.00,2.00
3997,1080,"3_8_02162014","Copepod","Metridia pacifica",2.00,,,,,2.00,,,,,,,"",50.00,2.00
3998,1080,"3_8_02162014","Copepod","Scolecithricella minor",2.00,,,,,,,,,,2.00,,"",50.00,2.00
3999,1080,"3_8_02162014","Myriapod","Siphonophora",4.00,,,,,,,,,,,,"",50.00,2.00
4000,1080,"3_8_02162014","Copepod","Calanus marshallae",6.00,,,,,,,,4.00,,1.00,1.00,"",50.00,2.00
4001,1080,"3_8_02162014","Copepod","Acartia longerimis",9.00,,,,,,,,,,9.00,,"",50.00,2.00
4002,1080,"3_8_02162014","Chaetognath","Parasagitta elegans",34.00,,,,,,,,,,,,"",50.00,2.00
4003,1080,"3_8_02162014","Copepod","Pseudocalanus",692.00,,,,,,,,164.00,380.00,87.00,61.00,"",50.00,2.00
4004,1101,"7_10_02172014","Copepod","Calanus marshallae",1.00,,,,,1.00,,,,,,,"",50.00,1.00
4005,1101,"7_10_02172014","Gastropod","Clione limacina",1.00,,,,,,,,,,,,"",50.00,1.00
4006,1101,"7_10_02172014","Copepod","Eucalanus bungii",1.00,,,1.00,,,,,,,,,"",50.00,1.00
4007,1101,"7_10_02172014","Isopod","Idotea",1.00,,,,,,,,,,,,"",50.00,1.00
4008,1101,"7_10_02172014","Euphausid","Thysanoessa spinifera",1.00,,,,,,,,,,,,"",50.00,1.00
4009,1101,"7_10_02172014","Tunicate","Oikopleura labradoriensis",2.00,,,,,,,,,,,,"",50.00,1.00
4010,1101,"7_10_02172014","Copepod","Clausocalanus",3.00,,,,,,,,,,,3.00,"",50.00,1.00
4011,1101,"7_10_02172014","Cumacean","Cumacea",4.00,,,,,,,,,,,,"",50.00,1.00
4012,1101,"7_10_02172014","Copepod","Lucicutia flavicornis",4.00,,,,,,,,1.00,1.00,1.00,1.00,"",50.00,1.00
4013,1101,"7_10_02172014","Ostracod","Ostracoda",6.00,,,,,,,,,,,,"",50.00,1.00
4014,1101,"7_10_02172014","Tunicate","Oikopleura dioica",8.00,,,,,,,,,,,,"",50.00,1.00
4015,1101,"7_10_02172014","Copepod","Calanus pacificus",9.00,1,,,,,,,6.00,1.00,,1.00,"",50.00,1.00
4016,1101,"7_10_02172014","Copepod","Calanus marshallae",10.00,,1.00,4.00,,1.00,,,3.00,,1.00,,"",50.00,1.00
4017,1101,"7_10_02172014","Gastropod","Limacina helicina",11.00,,,,,,,,,,,,"",50.00,1.00
4018,1101,"7_10_02172014","Unknown","Egg",12.00,,,,,,,,,,,,"",50.00,1.00
4019,1101,"7_10_02172014","Copepod","Metridia pacifica",26.00,,,3.00,,7.00,4.00,,5.00,4.00,2.00,1.00,"",50.00,1.00
4020,1101,"7_10_02172014","Hydrozoan","Aglantha digitale",27.00,,,,,,,,,,,,"",50.00,1.00
4021,1101,"7_10_02172014","Copepod","Neocalanus cristatus",33.00,6,25.00,2.00,,,,,,,,,"",50.00,1.00
4022,1101,"7_10_02172014","Copepod","Acartia longerimis",38.00,,,,,,,,,,38.00,,"",50.00,1.00
4023,1101,"7_10_02172014","Myriapod","Siphonophora",41.00,,,,,,,,,,,,"",50.00,1.00
4024,1101,"7_10_02172014","Chaetognath","Parasagitta elegans",44.00,,,,,,,,,,,,"",50.00,1.00
4025,1101,"7_10_02172014","Tunicate","Fritillaria borealis",51.00,,,,,,,,,,,,"",50.00,1.00
4026,1101,"7_10_02172014","Copepod","Scolecithricella minor",69.00,,,,,,,,30.00,24.00,13.00,2.00,"",50.00,1.00
4027,1101,"7_10_02172014","Copepod","Oithona spinirostris",71.00,,,,,1.00,,,12.00,,58.00,,"",50.00,1.00
4028,1101,"7_10_02172014","Copepod","Pseudocalanus",261.00,,,,,1.00,,,7.00,6.00,244.00,3.00,"",50.00,1.00
4029,1106,"7_20_02172014","Fish","Ammodytes hexapterus",1.00,,,,,,,,,,,,"",50.00,1.00
4030,1106,"7_20_02172014","Copepod","Candacia bipinnata",1.00,,,,,1.00,,,,,,,"",50.00,1.00
4031,1106,"7_20_02172014","Cumacean","Cumacea",1.00,,,,,,,,,,,,"",50.00,1.00
4032,1106,"7_20_02172014","Malacostraca","Hyperoche",1.00,,,,,,,,,,,,"",50.00,1.00
4033,1106,"7_20_02172014","Gastropod","Limacina helicina",1.00,,,,,,,,,,,,"",50.00,1.00
4034,1106,"7_20_02172014","Copepod","Lucicutia flavicornis",1.00,,,,,,,,1.00,,,,"",50.00,1.00
4035,1106,"7_20_02172014","Anthozoa","Peachia quinquecapitata",1.00,,,,,,,,,,,,"",50.00,1.00
4036,1106,"7_20_02172014","Annelid","Pleurobrachia",1.00,,,,,,,,,,,,"",50.00,1.00
4037,1106,"7_20_02172014","Amphipod","Themisto pacifica",1.00,,,,,,,,,,,,"",50.00,1.00
4038,1106,"7_20_02172014","Gastropod","Clione limacina",2.00,,,,,,,,,,,,"",50.00,1.00
4039,1106,"7_20_02172014","Malacostraca","Gammaridae",2.00,,,,,,,,,,,,"",50.00,1.00
4040,1106,"7_20_02172014","Ostracod","Ostracoda",2.00,,,,,,,,,,,,"",50.00,1.00
4041,1106,"7_20_02172014","Hydrozoan","Botrynema brucei",4.00,,,,,,,,,,,,"",50.00,1.00
4042,1106,"7_20_02172014","Tunicate","Oikopleura labradoriensis",4.00,,,,,,,,,,,,"",50.00,1.00
4043,1106,"7_20_02172014","Copepod","Calanus marshallae",6.00,,1.00,1.00,,,,,3.00,,1.00,,"",50.00,1.00
4044,1106,"7_20_02172014","Copepod","Calanus pacificus",6.00,,,1.00,,,,,5.00,,,,"",50.00,1.00
4045,1106,"7_20_02172014","Unknown","Egg",7.00,,,,,,,,,,,,"",50.00,1.00
4046,1106,"7_20_02172014","Copepod","Neocalanus plumchrus",7.00,,6.00,1.00,,,,,,,,,"",50.00,1.00
4047,1106,"7_20_02172014","Copepod","Neocalanus cristatus",9.00,1,8.00,,,,,,,,,,"",50.00,1.00
4048,1106,"7_20_02172014","Tunicate","Oikopleura dioica",12.00,,,,,,,,,,,,"",50.00,1.00
4049,1106,"7_20_02172014","Tunicate","Fritillaria borealis",15.00,,,,,,,,,,,,"",50.00,1.00
4050,1106,"7_20_02172014","Copepod","Acartia longerimis",20.00,,,,,,,,,,20.00,,"",50.00,1.00
4051,1106,"7_20_02172014","Hydrozoan","Aglantha digitale",21.00,,,,,,,,,,,,"",50.00,1.00
4052,1106,"7_20_02172014","Chaetognath","Parasagitta elegans",25.00,,,,,,,,,,,,"",50.00,1.00
4053,1106,"7_20_02172014","Copepod","Oithona spinirostris",27.00,,,,,,,,2.00,,25.00,,"",50.00,1.00
4054,1106,"7_20_02172014","Myriapod","Siphonophora",35.00,,,,,,,,,,,,"",50.00,1.00
4055,1106,"7_20_02172014","Copepod","Metridia pacifica",41.00,,,1.00,,8.00,4.00,,13.00,5.00,9.00,1.00,"",50.00,1.00
4056,1106,"7_20_02172014","Copepod","Scolecithricella minor",47.00,,,,,,,,17.00,7.00,23.00,,"",50.00,1.00
4057,1106,"7_20_02172014","Copepod","Pseudocalanus",236.00,,,,,1.00,,,4.00,8.00,212.00,11.00,"",50.00,1.00
4058,1095,"7_4_02172014","Mysid","Acanthomysis",1.00,,,,,,,,,,,,"",40.00,1.00
4059,1095,"7_4_02172014","Copepod","Candacia columbiae",1.00,,,,,,,,,,,1.00,"",40.00,1.00
4060,1095,"7_4_02172014","Unknown","Egg",1.00,,,,,,,,,,,,"",40.00,1.00
4061,1095,"7_4_02172014","Malacostraca","Gammaridae",1.00,,,,,,,,,,,,"",40.00,1.00
4062,1095,"7_4_02172014","Copepod","Lucicutia flavicornis",1.00,,,,,,,,,1.00,,,"",40.00,1.00
4063,1095,"7_4_02172014","Copepod","Metridia pacifica",1.00,,,,,1.00,,,,,,,"",40.00,1.00
4064,1095,"7_4_02172014","Hydrozoan","Mitrocoma",1.00,,,,,,,,,,,,"",40.00,1.00
4065,1095,"7_4_02172014","Ecdysozoa","Nematode",1.00,,,,,,,,,,,,"",40.00,1.00
4066,1095,"7_4_02172014","Copepod","Neocalanus cristatus",1.00,,1.00,,,,,,,,,,"",40.00,1.00
4067,1095,"7_4_02172014","Tunicate","Oikopleura dioica",1.00,,,,,,,,,,,,"",40.00,1.00
4068,1095,"7_4_02172014","Ostracod","Ostracoda",1.00,,,,,,,,,,,,"",40.00,1.00
4069,1095,"7_4_02172014","Annelid","Polychaete trochophore",1.00,,,,,,,,,,,,"",40.00,1.00
4070,1095,"7_4_02172014","Copepod","Sapphirina",1.00,,,,,,,,,,,1.00,"",40.00,1.00
4071,1095,"7_4_02172014","Annelid","Spionidae",1.00,,,,,,,,,,,,"",40.00,1.00
4072,1095,"7_4_02172014","Amphipod","Stenothoe",1.00,,,,,,,,,,,,"",40.00,1.00
4073,1095,"7_4_02172014","Euphausid","Thysanoessa raschii",1.00,,,,,,,,,,,,"",40.00,1.00
4074,1095,"7_4_02172014","Copepod","Calanus pacificus",2.00,,,,,,,,2.00,,,,"",40.00,1.00
4075,1095,"7_4_02172014","Gastropod","Clione limacina",2.00,,,,,,,,,,,,"",40.00,1.00
4076,1095,"7_4_02172014","Isopod","Idotea",2.00,,,,,,,,,,,,"",40.00,1.00
4077,1095,"7_4_02172014","Gastropod","Limacina helicina",2.00,,,,,,,,,,,,"",40.00,1.00
4078,1095,"7_4_02172014","Copepod","Mesocalanus tenuicornis",2.00,,,,,,,,,,2.00,,"",40.00,1.00
4079,1095,"7_4_02172014","Copepod","Oithona similis",2.00,,,,,,,,1.00,,1.00,,"",40.00,1.00
4080,1095,"7_4_02172014","Amphipod","Themisto pacifica",2.00,,,,,,,,,,,,"",40.00,1.00
4081,1095,"7_4_02172014","Copepod","Centropages abdominalis",3.00,,,2.00,,,1.00,,,,,,"",40.00,1.00
4082,1095,"7_4_02172014","Copepod","Clausocalanus",4.00,,,,,,,,,,2.00,2.00,"",40.00,1.00
4083,1095,"7_4_02172014","Copepod","Calanus marshallae",5.00,,,,,,,,4.00,1.00,,,"",40.00,1.00
4084,1095,"7_4_02172014","Euphausid","Thysanoessa longipes",6.00,,,,,,,,,,,,"",40.00,1.00
4085,1095,"7_4_02172014","Tunicate","Oikopleura labradoriensis",7.00,,,,,,,,,,,,"",40.00,1.00
4086,1095,"7_4_02172014","Chaetognath","Parasagitta elegans",11.00,,,,,,,,,,,,"",40.00,1.00
4087,1095,"7_4_02172014","Copepod","Acartia longerimis",14.00,,,,,,,,,,14.00,,"",40.00,1.00
4088,1095,"7_4_02172014","Copepod","Scolecithricella minor",18.00,,,,,,,,4.00,3.00,11.00,,"",40.00,1.00
4089,1095,"7_4_02172014","Cumacean","Cumacea",29.00,,,,,,,,,,,,"",40.00,1.00
4090,1095,"7_4_02172014","Myriapod","Siphonophora",30.00,,,,,,,,,,,,"",40.00,1.00
4091,1095,"7_4_02172014","Copepod","Oithona spinirostris",31.00,,,,,1.00,,,7.00,,23.00,,"",40.00,1.00
4092,1095,"7_4_02172014","Tunicate","Fritillaria borealis",35.00,,,,,,,,,,,,"",40.00,1.00
4093,1095,"7_4_02172014","Hydrozoan","Aglantha digitale",36.00,,,,,,,,,,,,"",40.00,1.00
4094,1095,"7_4_02172014","Copepod","Pseudocalanus",186.00,,,,,1.00,3.00,,14.00,9.00,137.00,22.00,"",40.00,1.00
4095,1146,"9_1_032282014","Copepod","Neocalanus cristatus",1.00,,,1.00,,,,,,,,,"",50.00,4.00
4096,1146,"9_1_032282014","Copepod","Oithona similis",1.00,,,,,,,,,,1.00,,"",50.00,4.00
4097,1146,"9_1_032282014","Branchiopod","Podon leuckartii",1.00,,,,,,,,,,,,"",50.00,4.00
4098,1146,"9_1_032282014","Annelid","Spionidae",1.00,,,,,,,,,,,,"",50.00,4.00
4099,1146,"9_1_032282014","Copepod","Tisbe spp.",1.00,,,,,,,,,,1.00,,"",50.00,4.00
4100,1146,"9_1_032282014","Fish","Ammodytes hexapterus",5.00,,,,,,,,,,,,"",50.00,1.00
4101,1146,"9_1_032282014","Copepod","Acartia tumida",2.00,,1.00,,,,,,,,,1.00,"",50.00,4.00
4102,1146,"9_1_032282014","Copepod","Oithona spinirostris",2.00,,,,,,,,1.00,,1.00,,"",50.00,4.00
4103,1146,"9_1_032282014","Chaetognath","Parasagitta elegans",4.00,,,,,,,,,,,,"",50.00,2.00
4104,1146,"9_1_032282014","Hydrozoan","Aglantha digitale",11.00,,,,,,,,,,,,"",50.00,1.00
4105,1146,"9_1_032282014","Decapod","Shrimp zoea",3.00,,,,,,,,,,,,"",50.00,4.00
4106,1146,"9_1_032282014","Copepod","Metridia pacifica",4.00,,,2.00,,1.00,,,,1.00,,,"",50.00,4.00
4107,1146,"9_1_032282014","Copepod","Neocalanus flemingeri",4.00,,3.00,1.00,,,,,,,,,"",50.00,4.00
4108,1146,"9_1_032282014","Gastropod","Limacina helicina",5.00,,,,,,,,,,,,"",50.00,4.00
4109,1146,"9_1_032282014","Tunicate","Oikopleura dioica",5.00,,,,,,,,,,,,"",50.00,4.00
4110,1146,"9_1_032282014","Decapod","Crab zoea",16.00,,,,,,,,,,,,"",50.00,2.00
4111,1146,"9_1_032282014","Tunicate","Fritillaria borealis",8.00,,,,,,,,,,,,"",50.00,4.00
4112,1146,"9_1_032282014","Copepod","Acartia longerimis",9.00,,,,,,,,1.00,1.00,6.00,1.00,"",50.00,4.00
4113,1146,"9_1_032282014","Fish","Fish egg",49.00,,,,,,,,,,,,"",50.00,1.00
4114,1146,"9_1_032282014","Copepod","Pseudocalanus",32.00,,,,,1.00,,,8.00,5.00,16.00,2.00,"",50.00,4.00
4115,1146,"9_1_032282014","Copepod","Neocalanus plumchrus",94.00,9,76.00,9.00,,,,,,,,,"",50.00,4.00
4116,1146,"9_1_032282014","Barnacle","Barnacle nauplii",693.00,,,,,,,,,,,,"",50.00,4.00
4117,1160,"9_10_03282014","Copepod","Acartia tumida",1.00,,,,,1.00,,,,,,,"",40.00,2.00
4118,1160,"9_10_03282014","Copepod","Calanus marshallae",1.00,,,,,,,,,,1.00,,"",40.00,2.00
4119,1160,"9_10_03282014","Copepod","Calanus pacificus",1.00,,,,,,,,1.00,,,,"",40.00,2.00
4120,1160,"9_10_03282014","Actinopterygii","Eleginus gracilis",1.00,,,,,,,,,,,,"",40.00,2.00
4121,1160,"9_10_03282014","Copepod","Microcalanus pygmaeus",1.00,,,,,,,,,,,1.00,"",40.00,2.00
4122,1160,"9_10_03282014","Copepod","Monstrilla wandelii",1.00,,,,,,,,,,1.00,,"",40.00,2.00
4123,1160,"9_10_03282014","Copepod","Neocalanus flemingeri",1.00,,1.00,,,,,,,,,,"",40.00,2.00
4124,1160,"9_10_03282014","Echinoderm","PLUTEUS larva (Echinodermata)",1.00,,,,,,,,,,,,"",40.00,2.00
4125,1160,"9_10_03282014","Decapod","Shrimp zoea",1.00,,,,,,,,,,,,"",40.00,2.00
4126,1160,"9_10_03282014","Copepod","Oithona similis",2.00,,,,,,,,1.00,,1.00,,"",40.00,2.00
4127,1160,"9_10_03282014","Isopod","Idotea",3.00,,,,,,,,,,,,"",40.00,2.00
4128,1160,"9_10_03282014","Copepod","Oithona spinirostris",3.00,,,,,,,,1.00,,2.00,,"",40.00,2.00
4129,1160,"9_10_03282014","Bivalve","Veliger (Bivalvia)",3.00,,,,,,,,,,,,"",40.00,2.00
4130,1160,"9_10_03282014","Tunicate","Fritillaria borealis",4.00,,,,,,,,,,,,"",40.00,2.00
4131,1160,"9_10_03282014","Gastropod","Limacina helicina",4.00,,,,,,,,,,,,"",40.00,2.00
4132,1160,"9_10_03282014","Hydrozoan","Aglantha digitale",9.00,,,,,,,,,,,,"",40.00,1.00
4133,1160,"9_10_03282014","Annelid","Spionidae",5.00,,,,,,,,,,,,"",40.00,2.00
4134,1160,"9_10_03282014","Fish","Mallotus villosus",6.00,,,,,,,,,,,,"",40.00,2.00
