StationEvent,SampleEvent,Date,Time,Type,Depth,Cast,FlowmeterStart,FlowmeterEnd,Temp,Salinity,DO,Comments,TowTime,DateTimeStamp
1693,2491,"02/09/16 00:00:00","12/30/99 14:19:00","CTD",98.0,91,,,,,,,,
1694,2492,"02/09/16 00:00:00","12/30/99 14:26:00","CTD",102.0,92,,,,,,,,
1694,2493,"02/09/16 00:00:00","12/30/99 14:34:00","ZOOPLANKTON",50.0,,814194,818031,,,,,85,"02/09/16 14:15:00"
1694,2494,"02/09/16 00:00:00","12/30/99 14:28:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/09/16 14:15:00"
1694,2495,"02/09/16 00:00:00","12/30/99 14:30:00","OCEAN ACIDIFICATION",97.0,,,,,,,"S=29.7, T=6.4, replicate samples",,"02/09/16 14:15:00"
1694,2496,"02/09/16 00:00:00","12/30/99 14:32:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=29.2, T=5.4, replicate samples",,"02/09/16 14:15:00"
1695,2497,"02/09/16 00:00:00","12/30/99 14:40:00","CTD",102.0,93,,,,,,,,
1696,2498,"02/09/16 00:00:00","12/30/99 14:49:00","CTD",96.0,94,,,,,,,,
1697,2499,"02/09/16 00:00:00","12/30/99 14:56:00","CTD",86.0,95,,,,,,,,
1698,2500,"02/09/16 00:00:00","12/30/99 15:03:00","CTD",68.0,96,,,,,,,,
1698,2501,"02/09/16 00:00:00","12/30/99 15:08:00","ZOOPLANKTON",50.0,,818022,821423,,,,,97,"02/09/16 15:00:00"
1698,2502,"02/09/16 00:00:00","12/30/99 15:04:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/09/16 15:00:00"
1698,2503,"02/09/16 00:00:00","12/30/99 15:06:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=29.3; T=5.3",,"02/09/16 15:00:00"
1699,2504,"02/09/16 00:00:00","12/30/99 10:36:00","CTD",15.0,77,,,,,,,,
1700,2505,"02/09/16 00:00:00","12/30/99 10:46:00","CTD",96.0,78,,,,,,,,
1700,2506,"02/09/16 00:00:00","12/30/99 10:55:00","ZOOPLANKTON",50.0,,802491,805715,,,,,97,"02/09/16 10:45:00"
1700,2508,"02/09/16 00:00:00","12/30/99 10:46:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/09/16 10:45:00"
1700,2509,"02/09/16 00:00:00","12/30/99 10:50:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=24.5; T=6.2",,"02/09/16 10:45:00"
1701,2510,"02/09/16 00:00:00","12/30/99 11:05:00","CTD",106.0,79,,,,,,,,
1702,2511,"02/09/16 00:00:00","12/30/99 11:17:00","CTD",85.0,80,,,,,,,,
1702,2512,"02/09/16 00:00:00","12/30/99 11:25:00","ZOOPLANKTON",50.0,,805727,809232,,,,,92,"02/09/16 11:15:00"
1702,2513,"02/09/16 00:00:00","12/30/99 11:17:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/09/16 11:15:00"
1702,2514,"02/09/16 00:00:00","12/30/99 11:20:00","OCEAN ACIDIFICATION",0.0,,,,,,,"Replicate samples; S=28.5; T=5.9",,"02/09/16 11:15:00"
1702,2515,"02/09/16 00:00:00","12/30/99 11:17:00","OCEAN ACIDIFICATION",80.0,,,,,,,"replicate samples; S=28.7; T=6.4",,"02/09/16 11:15:00"
1703,2516,"02/09/16 00:00:00","12/30/99 11:48:00","CTD",61.0,82,,,,,,,,
1704,2517,"02/09/16 00:00:00","12/30/99 11:59:00","CTD",34.0,83,,,,,,,,
1704,2518,"02/09/16 00:00:00","12/30/99 12:10:00","ZOOPLANKTON",20.0,,809599,811319,,,,"first tow failed",40,
1704,2520,"02/09/16 00:00:00","12/30/99 12:00:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/09/16 11:45:00"
1704,2521,"02/09/16 00:00:00","12/30/99 12:03:00","OCEAN ACIDIFICATION",0.0,,,,,,,"replicate sample; S=29.0, T=5.9",,"02/09/16 11:45:00"
1705,2522,"02/09/16 00:00:00","12/30/99 11:37:00","CTD",77.0,81,,,,,,,,
1706,2523,"02/09/16 00:00:00","12/30/99 12:17:00","CTD",28.0,84,,,,,,,,
1707,2524,"02/09/16 00:00:00","12/30/99 12:27:00","CTD",26.0,85,,,,,,,,
1708,2525,"02/09/16 00:00:00","12/30/99 12:35:00","CTD",15.0,86,,,,,,,,
1709,2526,"02/14/16 00:00:00","12/30/99 13:26:00","CTD",9.0,97,,,,,,,,
1710,2527,"02/14/16 00:00:00","12/30/99 13:41:00","CTD",17.0,98,,,,,,,,
1711,2528,"02/14/16 00:00:00","12/30/99 13:50:00","CTD",29.0,99,,,,,,,,
1712,2529,"02/14/16 00:00:00","12/30/99 14:02:00","CTD",29.0,100,,,,,,,,
1712,2530,"02/14/16 00:00:00","12/30/99 14:11:00","ZOOPLANKTON",25.0,,821706,24328,,,,,46,"02/14/16 14:00:00"
1712,2531,"02/14/16 00:00:00","12/30/99 14:02:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/14/16 14:00:00"
1712,2532,"02/14/16 00:00:00","12/30/99 14:06:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=30.7; T=5.7",,"02/14/16 14:00:00"
1713,2533,"02/14/16 00:00:00","12/30/99 14:36:00","CTD",32.0,101,,,,,,,,
1714,2534,"02/14/16 00:00:00","12/30/99 14:53:00","CTD",35.0,102,,,,,,,,
1715,2535,"02/14/16 00:00:00","12/30/99 15:11:00","CTD",46.0,103,,,,,,,,
1716,2536,"02/14/16 00:00:00","12/30/99 15:30:00","CTD",70.0,104,,,,,,,,
1717,2537,"02/14/16 00:00:00","12/30/99 15:49:00","CTD",81.0,105,,,,,,,,
1717,2538,"02/14/16 00:00:00","12/30/99 16:00:00","ZOOPLANKTON",50.0,,,,,,,"Net wrapped, flowmeter reading not accurate",84,"02/14/16 15:45:00"
1717,2539,"02/14/16 00:00:00","12/30/99 15:50:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/14/16 15:45:00"
1717,2540,"02/14/16 00:00:00","12/30/99 15:55:00","OCEAN ACIDIFICATION",0.0,,,,,,,"replicate sample; S=29.9; T=3.8",,"02/14/16 15:45:00"
1718,2541,"02/14/16 00:00:00","12/30/99 16:20:00","CTD",109.0,106,,,,,,,,"02/14/16 16:15:00"
1719,2542,"02/14/16 00:00:00","12/30/99 16:39:00","CTD",48.0,107,,,,,,,,
1720,2543,"02/14/16 00:00:00","12/30/99 16:57:00","CTD",25.0,108,,,,,,,,
1721,2544,"02/14/16 00:00:00","12/30/99 17:15:00","CTD",28.0,109,,,,,,,,
1721,2545,"02/14/16 00:00:00","12/30/99 17:20:00","ZOOPLANKTON",20.0,,829206,832391,,,,,30,"02/14/16 17:00:00"
1721,2546,"02/14/16 00:00:00","12/30/99 17:15:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml; Note: very aggressive angle on tow due to sea and current",,"02/14/16 17:00:00"
1721,2547,"02/14/16 00:00:00","12/30/99 17:15:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=29.6; T=3.0",,"02/14/16 17:00:00"
1722,2548,"02/14/16 00:00:00","12/30/99 17:38:00","CTD",31.0,110,,,,,,,,
1723,2549,"02/14/16 00:00:00","12/30/99 17:50:00","CTD",28.0,111,,,,,,,,
1724,2550,"02/14/16 00:00:00","12/30/99 18:01:00","CTD",19.0,112,,,,,,,,
1725,2551,"02/15/16 00:00:00","12/30/99 10:20:00","CTD",17.0,113,,,,,,,,
1726,2552,"02/15/16 00:00:00","12/30/99 10:30:00","140",140.0,114,,,,,,,,
1727,2553,"02/15/16 00:00:00","12/30/99 10:42:00","CTD",170.0,115,,,,,,,,
1728,2554,"02/15/16 00:00:00","12/30/99 10:57:00","CTD",172.0,116,,,,,,,,
1728,2555,"02/15/16 00:00:00","12/30/99 11:08:00","ZOOPLANKTON",50.0,,832421,835846,,,,,90,"02/15/16 10:45:00"
1728,2556,"02/15/16 00:00:00","12/30/99 10:58:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/15/16 10:45:00"
1728,2557,"02/15/16 00:00:00","12/30/99 11:02:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=31.1; T=6.2",,"02/15/16 10:45:00"
1728,2558,"02/15/16 00:00:00","12/30/99 10:57:00","OCEAN ACIDIFICATION",167.0,,,,,,,"S=31.3; T=6.5",,"02/15/16 10:45:00"
1729,2559,"02/15/16 00:00:00","12/30/99 11:26:00","CTD",167.0,117,,,,,,,,
1730,2560,"02/15/16 00:00:00","12/30/99 11:48:00","CTD",164.0,118,,,,,,,,
1731,2561,"02/15/16 00:00:00","12/30/99 12:09:00","CTD",164.0,119,,,,,,,,
1732,2562,"02/15/16 00:00:00","12/30/99 12:29:00","CTD",167.0,120,,,,,,,,
1733,2563,"02/15/16 00:00:00","12/30/99 12:49:00","CTD",173.0,121,,,,,,,,
1734,2564,"02/15/16 00:00:00","12/30/99 13:09:00","CTD",177.0,122,,,,,,,,
1735,2565,"02/15/16 00:00:00","12/30/99 13:28:00","CTD",173.0,123,,,,,,,,
1736,2566,"02/15/16 00:00:00","12/30/99 13:47:00","CTD",162.0,124,,,,,,,,
1737,2567,"02/15/16 00:00:00","12/30/99 14:06:00","CTD",153.0,125,,,,,,,,
1738,2568,"02/15/16 00:00:00","12/30/99 14:26:00","CTD",150.0,126,,,,,,,,
1739,2569,"02/15/16 00:00:00","12/30/99 14:45:00","CTD",136.0,127,,,,,,,,
1740,2570,"02/15/16 00:00:00","12/30/99 15:05:00","CTD",131.0,128,,,,,,,,
1741,2571,"02/15/16 00:00:00","12/30/99 15:23:00","CTD",139.0,129,,,,,,,,
1742,2572,"02/15/16 00:00:00","12/30/99 15:43:00","CTD",113.0,130,,,,,,,,
1742,2573,"02/15/16 00:00:00","12/30/99 15:55:00","ZOOPLANKTON",50.0,,835847,480328,,,,,93,"02/15/16 15:30:00"
1742,2574,"02/15/16 00:00:00","12/30/99 15:44:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/15/16 15:30:00"
1742,2575,"02/15/16 00:00:00","12/30/99 15:46:00","OCEAN ACIDIFICATION",0.0,,,,,,,"replicate sample; S=31.3; T=6.4",,"02/15/16 15:30:00"
1742,2576,"02/15/16 00:00:00","12/30/99 15:43:00","OCEAN ACIDIFICATION",108.0,,,,,,,"replicate sample; S=31.4; T=6.6",,"02/15/16 15:30:00"
1743,2577,"02/15/16 00:00:00","12/30/99 16:11:00","CTD",96.0,131,,,,,,,,
1744,2578,"02/15/16 00:00:00","12/30/99 16:30:00","CTD",127.0,132,,,,,,,,
1745,2579,"02/15/16 00:00:00","12/30/99 16:51:00","CTD",134.0,133,,,,,,,,
1746,2580,"02/15/16 00:00:00","12/30/99 17:31:00","CTD",143.0,135,,,,,,,,
1747,2581,"02/15/16 00:00:00","12/30/99 17:51:00","CTD",105.0,136,,,,,,,,
1747,2582,"02/15/16 00:00:00","12/30/99 17:58:00","ZOOPLANKTON",50.0,,840328,845149,,,,"no tow time",,"02/15/16 17:45:00"
1747,2583,"02/15/16 00:00:00","12/30/99 17:51:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/15/16 17:45:00"
1747,2584,"02/15/16 00:00:00","12/30/99 17:55:00","OCEAN ACIDIFICATION",0.0,,,,,,,"replicate sample; S=30.8, T=6.1",,"02/15/16 17:45:00"
1747,2585,"02/15/16 00:00:00","12/30/99 17:51:00","OCEAN ACIDIFICATION",100.0,,,,,,,"replicate sample; S=30.9, T=6.2",,"02/15/16 17:45:00"
1748,2586,"02/15/16 00:00:00","12/30/99 18:17:00","CTD",108.0,137,,,,,,,,
1749,2587,"02/15/16 00:00:00","12/30/99 18:30:00","CTD",104.0,138,,,,,,,,
1750,2588,"02/15/16 00:00:00","12/30/99 18:43:00","CTD",52.0,139,,,,,,,,
1751,2589,"02/15/16 00:00:00","12/30/99 18:53:00","CTD",34.0,140,,,,,,,,
1752,2590,"02/16/16 00:00:00","12/30/99 00:02:00","CTD",47.0,141,,,,,,,,
1753,2591,"02/16/16 00:00:00","12/30/99 00:13:00","CTD",72.0,142,,,,,,,,
1754,2592,"02/16/16 00:00:00","12/30/99 00:25:00","CTD",71.0,143,,,,,,,,
1755,2593,"02/16/16 00:00:00","12/30/99 00:38:00","CTD",80.0,144,,,,,,"not used?",,
1755,2594,"02/16/16 00:00:00","12/30/99 00:42:00","CTD",80.0,145,,,,,,"Did not have niskin for OA sample on first cast. Recasted with niskin for OA at depth.",,"02/16/16 00:30:00"
1755,2595,"02/16/16 00:00:00","12/30/99 00:50:00","ZOOPLANKTON",50.0,,845196,849463,,,,,122,"02/16/16 00:30:00"
1755,2596,"02/16/16 00:00:00","12/30/99 00:38:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125 ml",,"02/16/16 00:30:00"
1755,2597,"02/16/16 00:00:00","12/30/99 00:41:00","OCEAN ACIDIFICATION",0.0,,,,,,,"REPLICATE SAMPLE; S=31.2; T= 6.2",,"02/16/16 00:30:00"
1755,2598,"02/16/16 00:00:00","12/30/99 00:42:00","OCEAN ACIDIFICATION",75.0,,,,,,,"replicate sample; S=30.9; T=6.1",,"02/16/16 00:30:00"
1756,2599,"02/16/16 00:00:00","12/30/99 01:09:00","CTD",77.0,146,,,,,,,,
1757,2600,"02/16/16 00:00:00","12/30/99 01:27:00","CTD",78.0,147,,,,,,,,
1758,2601,"02/16/16 00:00:00","12/30/99 01:46:00","CTD",84.0,148,,,,,,,,"02/16/16 02:00:00"
1759,2602,"02/16/16 00:00:00","12/30/99 02:05:00","CTD",85.0,149,,,,,,,,
1760,2603,"02/16/16 00:00:00","12/30/99 02:24:00","CTD",70.0,150,,,,,,,,
1761,2604,"02/16/16 00:00:00","12/30/99 02:42:00","CTD",69.0,151,,,,,,,,
1762,2605,"02/16/16 00:00:00","12/30/99 03:01:00","CTD",70.0,152,,,,,,,,
1763,2606,"02/16/16 00:00:00","12/30/99 03:21:00","CTD",68.0,153,,,,,,,,
1764,2607,"02/16/16 00:00:00","12/30/99 03:39:00","CTD",68.0,154,,,,,,,,
1765,2608,"02/16/16 00:00:00","12/30/99 03:58:00","CTD",76.0,155,,,,,,,,"02/16/16 03:45:00"
1765,2609,"02/16/16 00:00:00","12/30/99 04:05:00","ZOOPLANKTON",50.0,,849469,852584,,,,,101,"02/16/16 03:45:00"
1765,2610,"02/16/16 00:00:00","12/30/99 03:58:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered surface H2O to 250ml, kept 125ml",,"02/16/16 03:45:00"
1765,2611,"02/16/16 00:00:00","12/30/99 04:01:00","OCEAN ACIDIFICATION",0.0,,,,,,,"replicate sample; S=31.0; T=6.0",,"02/16/16 03:45:00"
1765,2612,"02/16/16 00:00:00","12/30/99 03:58:00","OCEAN ACIDIFICATION",71.0,,,,,,,"replicate sample; S=31.1; T=6.1",,"02/16/16 03:45:00"
1766,2613,"02/16/16 00:00:00","12/30/99 04:23:00","CTD",79.0,156,,,,,,,,
1767,2614,"02/16/16 00:00:00","12/30/99 04:41:00","CTD",75.0,157,,,,,,,,
1768,2615,"02/16/16 00:00:00","12/30/99 05:01:00","CTD",59.0,158,,,,,,,,
1769,2616,"02/16/16 00:00:00","12/30/99 05:19:00","55",159.0,,,,,,,,,
1770,2617,"02/16/16 00:00:00","12/30/99 05:37:00","CTD",51.0,160,,,,,,,,
1771,2618,"02/16/16 00:00:00","12/30/99 05:56:00","CTD",51.0,161,,,,,,,,
1771,2619,"02/16/16 00:00:00","12/30/99 06:05:00","ZOOPLANKTON",40.0,,852617,855810,,,,,94,"02/16/16 05:45:00"
1771,2620,"02/16/16 00:00:00","12/30/99 05:56:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered surface H2O to 250ml, kept 125ml",,"02/16/16 05:45:00"
1771,2621,"02/16/16 00:00:00","12/30/99 05:58:00","OCEAN ACIDIFICATION",0.0,,,,,,,"S=31.1; T=5.1",,"02/16/16 05:45:00"
1771,2622,"02/16/16 00:00:00","12/30/99 05:56:00","OCEAN ACIDIFICATION",46.0,,,,,,,"S=30.9; T=5.1",,"02/16/16 05:45:00"
1772,2623,"02/16/16 00:00:00","12/30/99 06:18:00","CTD",47.0,162,,,,,,,,
1773,2624,"02/16/16 00:00:00","12/30/99 06:33:00","CTD",43.0,163,,,,,,,,
1774,2625,"02/16/16 00:00:00","12/30/99 06:44:00","CTD",27.0,164,,,,,,,,
1775,2627,,"12/30/99 17:11:00","CTD",126.0,134,,,,,,,,
1776,2628,"04/07/16 00:00:00","12/30/99 14:06:00","CTD",64.0,,,,,,,,,
1776,2629,"04/07/16 00:00:00","12/30/99 14:18:00","ZOOPLANKTON",50.0,,855887,858924,,,,"no tow time",,"04/07/16 14:00:00"
1776,2630,"04/07/16 00:00:00","12/30/99 14:05:00","PHYTOPLANKTON",0.0,,,,,,,"40l filtered to 250ml, kept 125ml",,"04/07/16 14:00:00"
1776,2631,"04/07/16 00:00:00","12/30/99 14:05:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate samples",,"04/07/16 14:00:00"
1777,2632,"04/07/16 00:00:00","12/30/99 14:23:00","CTD",78.0,,,,,,,"no bubbles, 14:25 CTD in air",,
1778,2633,"04/07/16 00:00:00","12/30/99 14:33:00","CTD",94.0,,,,,,,,,
1779,2634,"04/07/16 00:00:00","12/30/99 14:44:00","CTD",96.0,,,,,,,,,
1780,2635,"04/07/16 00:00:00","12/30/99 14:52:00","CTD",0.0,,,,,,,"no depth on FDS",,
1781,2636,"04/07/16 00:00:00","12/30/99 15:00:00","CTD",103.0,,,,,,,,,
1781,2637,"04/07/16 00:00:00","12/30/99 15:08:00","ZOOPLANKTON",50.0,,858932,862016,,,,,129,"04/07/16 15:00:00"
1781,2638,"04/07/16 00:00:00","12/30/99 15:02:00","PHYTOPLANKTON",0.0,,,,,,,"40l filtered to 250ml, kept 125ml",,"04/07/16 15:00:00"
1781,2639,"04/07/16 00:00:00","12/30/99 15:04:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample",,"04/07/16 15:00:00"
1782,2640,"04/07/16 00:00:00","12/30/99 15:20:00","CTD",102.0,,,,,,,,,
1783,2641,"04/07/16 00:00:00","12/30/99 15:29:00","CTD",96.0,,,,,,,,,
1784,2642,"04/07/16 00:00:00","12/30/99 15:38:00","CTD",83.0,,,,,,,,,
1785,2643,"04/07/16 00:00:00","12/30/99 15:46:00","CTD",0.0,,,,,,,"no depth on FDS",,
1785,2645,"04/07/16 00:00:00","12/30/99 15:52:00","ZOOPLANKTON",50.0,,862020,865545,,,,,129,"04/07/16 15:45:00"
1785,2646,"04/07/16 00:00:00","12/30/99 15:49:00","PHYTOPLANKTON",0.0,,,,,,,"40l filtered to 250ml, kept 125ml",,"04/07/16 15:45:00"
1785,2647,"04/07/16 00:00:00","12/30/99 15:51:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample",,"04/07/16 15:45:00"
1787,2648,"04/11/16 00:00:00","12/30/99 13:12:00","CTD",14.0,,,,,,,,,
1788,2649,"04/11/16 00:00:00","12/30/99 13:21:00","CTD",99.0,,,,,,,,,
1788,2650,"04/11/16 00:00:00","12/30/99 13:27:00","ZOOPLANKTON",50.0,,885719,889000,,,,,92,"04/11/16 13:15:00"
1788,2651,"04/11/16 00:00:00","12/30/99 13:21:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125ml",,"04/11/16 13:15:00"
1788,2652,"04/11/16 00:00:00","12/30/99 13:27:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample; T = 6.1, S = 30.7",,"04/11/16 13:15:00"
1789,2653,"04/11/16 00:00:00","12/30/99 13:42:00","CTD",104.0,,,,,,,,,
1790,2654,"04/11/16 00:00:00","12/30/99 13:54:00","CTD",83.0,,,,,,,,,
1790,2655,"04/11/16 00:00:00","12/30/99 14:01:00","ZOOPLANKTON",50.0,,889001,892792,,,,"no tow time",,"04/11/16 13:45:00"
1790,2656,"04/11/16 00:00:00","12/30/99 13:55:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125ml",,"04/11/16 13:45:00"
1790,2657,"04/11/16 00:00:00","12/30/99 13:59:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample; T = 6.2, S = 31.0",,"04/11/16 13:45:00"
1790,2658,"04/11/16 00:00:00","12/30/99 13:54:00","OCEAN ACIDIFICATION",76.0,,,,,,,"triplicate sample; T = 6.1, S = 31.3",,"04/11/16 13:45:00"
1790,2659,"04/11/16 00:00:00","12/30/99 14:09:00","ZOOPLANKTON",50.0,,48177,49934,,,,"150 mesh",93,"04/11/16 13:45:00"
1788,2660,"04/11/16 00:00:00","12/30/99 13:32:00","ZOOPLANKTON",50.0,,46369,48175,,,,"150 mesh",86,"04/11/16 13:15:00"
1791,2661,"04/11/16 00:00:00","12/30/99 14:16:00","CTD",74.0,,,,,,,,,
1792,2662,"04/11/16 00:00:00","12/30/99 14:29:00","CTD",60.0,,,,,,,,,
1793,2663,"04/11/16 00:00:00","12/30/99 14:40:00","CTD",32.0,,,,,,,,,
1793,2664,"04/11/16 00:00:00","12/30/99 14:45:00","ZOOPLANKTON",25.0,,892791,894013,,,,,58,"04/11/16 14:30:00"
1793,2665,"04/11/16 00:00:00","12/30/99 14:41:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered surface to 250ml, kept 125 ml",,"04/11/16 14:30:00"
1793,2666,"04/11/16 00:00:00","12/30/99 14:45:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample, T = 6.4, S = 30.8",,"04/11/16 14:30:00"
1793,2667,"04/11/16 00:00:00","12/30/99 14:49:00","ZOOPLANKTON",25.0,,49956,50660,,,,"150 mesh",57,"04/11/16 14:30:00"
1794,2668,"04/11/16 00:00:00","12/30/99 14:57:00","CTD",26.0,,,,,,,,,
1795,2669,"04/11/16 00:00:00","12/30/99 15:07:00","CTD",24.0,,,,,,,,,
1796,2670,"04/11/16 00:00:00","12/30/99 15:14:00","CTD",14.0,,,,,,,,,
1797,2671,"04/11/16 00:00:00","12/30/99 06:53:00","CTD",22.0,195,,,,,,,,
1798,2672,"04/11/16 00:00:00","12/30/99 07:04:00","CTD",30.0,196,,,,,,,,
1799,2673,"04/11/16 00:00:00","12/30/99 07:17:00","CTD",33.0,197,,,,,,,,
1800,2674,"04/11/16 00:00:00","12/30/99 07:29:00","CTD",0.0,198,,,,,,"no depth",,
1800,2676,"04/11/16 00:00:00","12/30/99 07:35:00","ZOOPLANKTON",25.0,,878149,880699,,,,,57,"04/11/16 07:15:00"
1800,2677,"04/11/16 00:00:00","12/30/99 07:30:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125ml",,"04/11/16 07:15:00"
1800,2678,"04/11/16 00:00:00","12/30/99 07:35:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample; T = 4.6, S = 30.1",,"04/11/16 07:15:00"
1801,2679,"04/11/16 00:00:00","12/30/99 07:52:00","CTD",27.0,199,,,,,,,,
1802,2680,"04/11/16 00:00:00","12/30/99 08:09:00","CTD",50.0,200,,,,,,,,
1803,2681,"04/11/16 00:00:00","12/30/99 08:27:00","CTD",110.0,201,,,,,,"20m to bottom, CTD drop is through small prey, probably krill",,
1804,2682,"04/11/16 00:00:00","12/30/99 08:45:00","CTD",77.0,202,,,,,,"started CTD drop and brought back up to attach niskin bottle",,
1804,2683,"04/11/16 00:00:00","12/30/99 08:54:00","ZOOPLANKTON",50.0,,880777,883967,,,,,87,"04/11/16 08:45:00"
1804,2684,"04/11/16 00:00:00","12/30/99 08:46:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125ml",,"04/11/16 08:45:00"
1804,2685,"04/11/16 00:00:00","12/30/99 08:51:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample; T = 5.4, S = 30.7",,"04/11/16 08:45:00"
1804,2686,"04/11/16 00:00:00","12/30/99 08:45:00","OCEAN ACIDIFICATION",70.0,,,,,,,"triplicate sample; T = 5.7, S = 31.1",,"04/11/16 08:45:00"
1804,2687,"04/11/16 00:00:00","12/30/99 09:03:00","ZOOPLANKTON",50.0,,44360,46326,,,,"150 mesh; difficult getting the net down, once down good tow",94,"04/11/16 08:45:00"
1805,2688,"04/11/16 00:00:00","12/30/99 09:18:00","CTD",73.0,203,,,,,,,,
1806,2689,"04/11/16 00:00:00","12/30/99 09:36:00","CTD",47.0,204,,,,,,,,
1807,2690,"04/11/16 00:00:00","12/30/99 09:53:00","CTD",36.0,205,,,,,,"1.8 - 2.6 knot current",,
1808,2691,"04/11/16 00:00:00","12/30/99 10:10:00","CTD",32.0,206,,,,,,"1.8knot current",,
1809,2692,"04/11/16 00:00:00","12/30/99 10:26:00","CTD",29.0,207,,,,,,"1.8 knot current",,
1809,2693,"04/11/16 00:00:00","12/30/99 10:30:00","ZOOPLANKTON",25.0,,883968,885683,,,,,50,"04/11/16 10:15:00"
1809,2694,"04/11/16 00:00:00","12/30/99 10:27:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered to 250ml, kept 125ml",,"04/11/16 10:15:00"
1809,2695,"04/11/16 00:00:00","12/30/99 10:31:00","OCEAN ACIDIFICATION",0.0,,,,,,,"T = 6.2, S = 31.1",,"04/11/16 10:15:00"
1810,2696,"04/11/16 00:00:00","12/30/99 10:41:00","CTD",24.0,208,,,,,,"3knt current",,
1811,2697,"04/11/16 00:00:00","12/30/99 10:52:00","CTD",17.0,209,,,,,,"3knt current",,
1812,2698,"04/11/16 00:00:00","12/30/99 11:02:00","CTD",8.0,210,,,,,,"2.8 knots current",,
1813,2699,"04/10/16 00:00:00","12/30/99 07:47:00","CTD",32.0,175,,,,,,,,
1814,2700,"04/10/16 00:00:00","12/30/99 08:01:00","CTD",47.0,176,,,,,,,,
1815,2701,"04/10/16 00:00:00","12/30/99 08:14:00","CTD",102.0,177,,,,,,,,
1816,2702,"04/10/16 00:00:00","12/30/99 08:26:00","CTD",103.0,178,,,,,,"2.1knt current",,
1817,2703,"04/10/16 00:00:00","12/30/99 08:47:00","CTD",103.0,179,,,,,,,,
1817,2704,"04/10/16 00:00:00","12/30/99 09:00:00","ZOOPLANKTON",50.0,,865603,870601,,,,"3.2knt current",89,"04/10/16 08:45:00"
1817,2705,"04/10/16 00:00:00","12/30/99 08:51:00","PHYTOPLANKTON",0.0,,,,,,,"40L filtered surface to 250ml, kept 125ml",,"04/10/16 08:45:00"
1817,2706,"04/10/16 00:00:00","12/30/99 08:57:00","OCEAN ACIDIFICATION",0.0,,,,,,,"triplicate sample; T = 6.6, S = 29.9",,"04/10/16 08:45:00"
1818,2707,"04/10/16 00:00:00","12/30/99 09:20:00","CTD",140.0,180,,,,,,,,
1819,2708,"04/10/16 00:00:00","12/30/99 09:58:00","CTD",131.0,181,,,,,,,,
1820,2709,"04/10/16 00:00:00","12/30/99 10:33:00","CTD",95.0,182,,,,,,,,
1821,2710,"04/10/16 00:00:00","12/30/99 10:51:00","CTD",111.0,183,,,,,,,,
1821,2711,"04/10/16 00:00:00","12/30/99 11:00:00","ZOOPLANKTON",50.0,,870604,874617,,,,,85,"04/10/16 10:45:00"
