"Date","Sampling location","Alexandrium spp.","Ceratium furca","Ceratium fusus","Ceratium longipes","Dinophysis spp.","Gonyaulax spp.","Heterocapsa spp.","Karenia mikimotoi","Noctiluca scintillans","Prorocentrum spp.","Prorocentrum lima","Prorocentrum micans","Protoperidinium spp.","Scrippsiella spp.","unknown dinoflagellate","Asterionellopsis spp.","Bacillaria spp.","Bacteriastrum spp.","Bacteriosira spp.","Cerataulina spp.","Chaetoceros spp.","Coccolithophore spp.","Coscinodiscus spp.","Corethron spp.","Cylindrotheca closterium","Detonula spp.","Dictyocha spp.","Ditylum spp.","Entomoneis spp.","Eucampia spp.","Fragilariopsis spp.","Grammatophora spp.","Guinardia spp.","Hemiaulus spp.","Lauderia spp.","Leptocylindrus spp.","Licmorpha spp.","Lioloma spp.","Melosira spp.","Navicula spp.","Nitzschia spp.","Odontella spp.","Pleurosigma spp.","Pseudo-nitzschia spp.","Rhizosolenia spp.","Skeletonema spp.","Stephanopyxis spp.","Striatella spp.","Thalassionema spp.","Thalassiosira spp.","unknown centric diatom (chain-forming)","unknown centric diatom (non chain-forming)","unknown pennate diatom"
2013-08-30,"Kasitsna Bay Lab Dock",0,297.5,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,4908.75,0,446.25,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-13,"Kasitsna Bay Lab Dock",0,148.75,0,0,148.75,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,2975,0,595,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-20,"Kasitsna Bay Lab Dock",0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,8627.5,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,892.5,0,0,0,0,0,0,0,0,1933.75,0,0,0,0,148.75,0,0,0
2013-09-27,"Kasitsna Bay Lab Dock",0,1338.75,0,0,0,0,0,13238.75,0,0,0,0,446.25,0,0,0,0,0,0,0,3272.5,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0
2013-09-30,"Kasitsna Bay Lab Dock",0,4016.25,0,148.75,0,0,0,95795,0,0,0,0,2082.5,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,"Kasitsna Bay Lab Dock",0,3867.5,0,0,446.25,0,0,38526.25,0,0,0,0,1487.5,446.25,0,0,0,0,0,0,595,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.75,0,0,0,0,0,0,0,0
2013-10-25,"Kasitsna Bay Lab Dock",0,0,0,0,148.75,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-25,"Kasitsna Bay Lab Dock",0,0,0,0,148.75,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-22,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-19,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-21,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,446.25,0,3421.25,0,0,0,0,0,0,0
2014-03-31,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,148.75,0,0,1190,0,0,0,4165,0,0,0
2014-04-09,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,446.25,0,1338.75,10115,0,0,0
2014-04-11,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,297.5,148.75,0,0,0,0,0,3718.75,0,0,0,8330,0,0,0
2014-04-16,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,297.5,0,0,0,2082.5,0,0,0,0,0,0,0
2014-04-23,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,2826.25,0,0,0,0,0,892.5,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,1041.25,0,21866.25,0,0,1041.25,22015,0,0,0
2014-05-09,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528.75,0,0,0,0,370387.5,0,0,0,297.5,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,892.5,16213.75,0,0,2380,47451.25,0,0,0
2014-05-09,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528.75,0,0,0,0,370387.5,0,0,0,297.5,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,892.5,16213.75,0,0,2380,47451.25,0,0,0
2014-05-15,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,1041.25,0,0,0,0,367412.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.25,0,446.25,0,0,0,42393.75,0,0,0
2014-05-23,"Kasitsna Bay Lab Dock",0,0,0,0,148.75,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,69168.75,0,0,0,0,0,0,148.75,148.75,0,0,0,0,0,0,595,148.75,0,0,148.75,0,0,148.75,2677.5,0,1190,1933.75,0,0,14280,0,0,0
2014-05-30,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,186681.25,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,1933.75,297.5,0,0,0,0,4016.25,0,0,0
2014-06-06,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.25,339893.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528.75,0,0,0,0,0,0,0,3123.75,892.5,0,892.5,0,0,0,0,0,0
2014-06-13,"Kasitsna Bay Lab Dock",892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.5,446250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,0,0,0,297.5,0,0,446.25,1190,446.25,0,446.25,0,0,1785,0,0,0
2014-06-21,"Kasitsna Bay Lab Dock",0,0,0,0,297.5,0,0,0,0,0,0,0,1933.75,0,297.5,0,0,0,0,0,251238.75,0,0,0,0,0,0,1041.25,0,0,0,0,1190,0,0,4313.75,0,0,0,0,0,0,0,0,446.25,0,0,0,0,1636.25,0,0,0
2014-06-27,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,595,297.5,0,0,0,0,0,3718.75,127925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-02,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570,0,0,0,4462.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-29,"Kasitsna Bay Lab Dock",0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0
2014-08-04,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,892.5,2677.5,0,0,0,0,0,0,0,0
2014-09-04,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63367.5,0,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7586.25,0,0,0,0,0,1785,0,0,0
2014-09-19,"Kasitsna Bay Lab Dock",0,446.25,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.25,1338.75,0,0,0
2014-10-31,"Kasitsna Bay Lab Dock",0,1338.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0
2014-12-29,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,425127.5,0,0,0,0,0,0,0,0,0,595,0,0,0,26775,743.75,0,0,0,0,0,0,148.75,297.5,0,0,595,0,0,743.75,0,0,0
2015-05-08,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,68722.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,297.5,0,0,0
2015-05-15,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,743.75,0,0,0,0,0,0,0,361016.25,0,0,0,0,0,0,297.5,0,0,0,0,0,0,20081.25,1785,0,0,297.5,0,0,0,148.75,1338.75,148.75,0,3123.75,0,0,2231.25,0,0,0
2015-05-18,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,1041.25,148.75,0,0,0,0,0,0,31683.75,0,0,0,0,0,0,0,148.75,0,0,0,0,0,3272.5,0,0,0,0,0,0,0,0,446.25,0,0,0,0,446.25,0,0,0,0
2015-05-22,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20676.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5355,2677.5,0,0,0,0,0,0,148.75,0,0,0,0,0,0,297.5,0,0,0
2015-06-05,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,743.75,0,0,0,0,0,0,0,237405,0,0,0,0,1190,0,595,0,1487.5,0,0,0,0,74077.5,11156.25,0,0,0,0,0,0,148.75,30940,1487.5,0,0,0,743.75,4462.5,0,0,595
2015-06-11,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,24395,4760,0,0,0,0,0,0,148.75,64111.25,1933.75,0,0,0,0,1487.5,0,0,0
2015-06-23,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,892.5,0,0,0,0,0,0,0,578935,0,0,0,0,0,0,2826.25,0,446.25,0,0,0,0,119892.5,19932.5,0,0,0,0,0,0,148.75,38080,743.75,0,595,0,0,5206.25,0,0,0
2015-06-24,"Kasitsna Bay Lab Dock",0,0,0,0,297.5,0,0,0,0,0,0,0,446.25,0,297.5,0,0,0,0,0,15470,0,0,0,0,0,0,148.75,0,446.25,0,0,1041.25,0,1041.25,8478.75,0,0,0,0,0,0,148.75,90737.5,11007.5,0,0,0,0,0,0,0,0
2015-06-29,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,37633.75,0,0,0,0,0,0,0,0,1487.5,0,0,0,0,3272.5,9222.5,0,0,0,0,0,0,0,24097.5,5801.25,0,0,0,0,595,0,0,0
2015-07-08,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92373.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.75,0,0,0,0,0,0,0,0,1933.75,743.75,0,0,0,0,0,0,0,0
2015-08-04,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,604.1666667,0,0,0,0,0,0,0,0,23333.33333,0,0,0,0,0,0,0,0,0
2015-08-05,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,770.8333333,0,0,0,0,0,0,0,0,24791.66667,0,0,0,0,0,0,0,0,0
2015-08-07,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,16875,0,0,0,0,0,0,0,0,0
2015-08-10,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,0,0,0,0,0,0,0,208.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,312.5,0,0,0,0,0,0,0,0,1104.166667,0,0,0,0,0,0,0,0,0
2015-08-28,"Kasitsna Bay Lab Dock",0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.6666667,20.83333333,0,0,0,145.8333333,0,0,0,0
2015-10-22,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,"Kasitsna Bay Lab Dock",0,41.66666667,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-10,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-05,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8812.5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,812.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-05,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-16,"Kasitsna Bay Lab Dock",0,0,0,0,125,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,83812.5,0,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0
2017-06-22,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89375,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-08,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,437.5,0,0,0,0,0,0,28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-11,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,2500,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-21,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,187.5,0,0,0,0,0,0,937.5,0,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-22,"Kasitsna Bay Lab Dock",0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-17,"Kasitsna Bay Lab Dock",0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,62.5,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-07,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-14,"Kasitsna Bay Lab Dock",0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-15,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-20,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6125,0,0,0
2018-04-13,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-07,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-03,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-13,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-31,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375,0,0,0,0,0,0,0,0,0
2021-07-21,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0
2021-08-03,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.5,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0
2021-08-10,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187.5,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0
2021-09-03,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.5,0,437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-25,"Peterson Bay A",0,0,0,0,0,0,24990,0,0,0,0,0,0,0,0,0,0,0,0,0,1224510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33320,0,0,0,8330,8330,0,0,74970,0,16660,0,0,0,0,0,0,0
2012-06-25,"Peterson Bay B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-02,"Peterson Cove B",0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,1649935,595,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,0,0,0,595,5355,0,0,0,0,2975,0,0,0,2975,0,0,0
2013-06-06,"Peterson Cove B",0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,969106.25,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,4165,148.75,0,0,0,0,892.5,0,0,0
2013-06-06,"Sadie Cove B",0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,595595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7735,0,0,0,0,0,0,0,4760,743.75,0,0,0,0,595,0,0,0
2013-06-06,"Seldovia Bay B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131643.75,0,0,0,0,446.25,0,0,148.75,0,297.5,148.75,0,0,0,1785,148.75,0,743.75,297.5,0,0,0,5950,0,2826.25,0,0,0,148.75,0,0,0
2012-05-02,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42988.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,35848.75,0,1190,0,16957.5,0,0,0,77350,0,0,0
2012-07-29,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,3570,0,0,0,0,0,2380,0,0,0
2013-04-20,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.5,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,17998.75,0,0,0,0,0,0,0,2975,0,0,0
2013-07-19,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45071.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,0,0,892.5,0,0,0,0,1190,0,0,0,0,0,0,0,0,0
2013-11-08,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16,"Transect 3, Station 13",0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,148.75,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,148.75,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6693.75,0,595,148.75,17701.25,0,0,0,14131.25,0,0,0
2014-07-22,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,109331.25,0,148.75,0,0,0,148.75,0,148.75,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,12197.5,2528.75,3718.75,297.5,0,0,0,0,0,0
2014-07-22,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21866.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636.25,297.5,0,0,0,0,0,0,0,0
2014-10-13,"Transect 3, Station 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.5,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-19,"Transect 3, Station 13",0,0,0,258.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Transect 3, Station 13",0,448.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,44,0,0,0
