Date,Station,Taxon,Abundance (cells/L),Taxon
8/19/2019,T9-1,Pinnulia sp.,0,unknown pennate diatom
8/19/2019,T9-1,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
8/19/2019,T9-1,Pleurosigma sp.,0,Pleurosigma spp.
8/19/2019,T9-1,Proboscia alata,214.4,unknown pennate diatom
8/19/2019,T9-1,Pseudo-nitzschia fraud/aust,24388.07,Pseudo-nitzschia spp.
8/19/2019,T9-1,Pseudo-nitzschia deli/p-deli,321.6,Pseudo-nitzschia spp.
8/19/2019,T9-1,Pseudo-nitzschia multi/pung,9380.03,Pseudo-nitzschia spp.
8/19/2019,T9-1,Rhizosolenia setigera,53.6,Rhizosolenia spp.
8/19/2019,T9-1,Rhizosolenia styliformis,0,Rhizosolenia spp.
8/19/2019,T9-1,Rhizosolenia sp.,0,Rhizosolenia spp.
8/19/2019,T9-1,Skeletonema costatum,69412.19,Skeletonema spp.
8/19/2019,T9-1,Surirella spp.,0,unknown pennate diatom
8/19/2019,T9-1,Stephanopyxis spp.,0,Stephanopyxis spp.
8/19/2019,T9-1,Synedra sp.,0,unknown pennate diatom
8/19/2019,T9-1,Thalassionema nitzschioides,58156.16,Thalassionema spp.
8/19/2019,T9-1,Thalassiosira spp.,0,Thalassiosira spp.
8/19/2019,T9-1,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
8/19/2019,T9-1,Thalassiosira rotula,375.2,Thalassiosira spp.
8/19/2019,T9-1,Thalassiothrix longissum,0,unknown pennate diatom
8/19/2019,T9-1,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
8/19/2019,T9-1,Pennate diatoms,0,unknown pennate diatom
8/19/2019,T9-1,Akashiwa sanguinea,0,unknown dinflagellate
8/19/2019,T9-1,Alexandrium spp.,53.6,Alexandrium spp.
8/19/2019,T9-1,Ceratium azoricum,0,unknown dinflagellate
8/19/2019,T9-1,Ceratium fusus,0,Ceratium fusus
8/19/2019,T9-1,Ceratium horridum,0,unknown dinflagellate
8/19/2019,T9-1,Ceratium lineatum,53.6,unknown dinflagellate
8/19/2019,T9-1,Ceratium longipes,268,Ceratium longipes
8/19/2019,T9-1,Ceratium pentagum,0,unknown dinflagellate
8/19/2019,T9-1,Ceratium tripos,0,unknown dinflagellate
8/19/2019,T9-1,Dinophysis acuminata,0,Dinophysis spp.
8/19/2019,T9-1,Dinophysis fortii,0,Dinophysis spp.
8/19/2019,T9-1,Dinophysis norvegica,0,Dinophysis spp.
8/19/2019,T9-1,Dinophysis parva,0,Dinophysis spp.
8/19/2019,T9-1,Diplopeltopsis sp.,0,unknown dinoflagellate
8/19/2019,T9-1,Dissodinium pseudolumula,0,unknown dinoflagellate
8/19/2019,T9-1,Gonyaulax digitale,0,Gonyaulax spp.
8/19/2019,T9-1,Gonyaulax spinifera,53.6,Gonyaulax spp.
8/19/2019,T9-1,Gymnodinium spp.,0.63,unknown dinoflagellate
8/19/2019,T9-1,Gyrodinium sp.,0,unknown dinoflagellate
8/19/2019,T9-1,Heterocapsa triquetra,53.6,Heterocapsa triquetra
8/19/2019,T9-1,Noctiluca scintillans,0,Noctiluca scintillans
8/19/2019,T9-1,Phalacroma rotundatum,0,unknown dinoflagellate
8/19/2019,T9-1,Polykrikos schwarzii,0,unknown dinoflagellate
8/19/2019,T9-1,Prorocentrum gracile,0.63,Prorocentrum spp.
8/19/2019,T9-1,Prorocentrum micans,0,Prorocentrum spp.
8/19/2019,T9-1,Prorocentrum minimum,0,Prorocentrum spp.
8/19/2019,T9-1,Proroceratium reticulatum,0,unknown dinoflagellate
8/19/2019,T9-1,Protoperidinium bipes,0,Protoperidinium spp.
8/19/2019,T9-1,Protoperidinium spp.,536,Protoperidinium spp.
8/19/2019,T9-1,Pyrophacus horologium,0,unknown dinoflagellate
8/19/2019,T9-1,Scrippsiella trochoidea,53.6,Scrippsiella spp.
8/19/2019,T9-1,small dino,160.8,unknown dinoflagellate
8/19/2019,T9-1,Torodinium robustum,0,unknown dinoflagellate
8/19/2019,T9-1,Dictyocha speculum,53.6,Dictyocha spp.
8/19/2019,T9-1,Mesodinium rubrum,0,Mesodinium rubrum
8/19/2019,T9-1,naked ciliates,53.6,naked ciliates
8/19/2019,T9-1,tintinnids,53.6,tintinnids
8/19/2019,T9-1,Euglena,0,Euglena
9/16/2019,T9-1,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T9-1,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-1,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-1,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T9-1,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T9-1,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-1,Bacteriastrum spp.,0,Bacteriastrum spp.
9/16/2019,T9-1,Bacillaria paxilli,0,Bacillaria spp.
9/16/2019,T9-1,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T9-1,Chaetoceros spp.,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T9-1,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T9-1,Coscinodiscus spp.,10.72,Coscinodiscus spp.
9/16/2019,T9-1,Corethron sp.,10.72,Corethron sp.
9/16/2019,T9-1,Cylindrotheca closterium,10.72,Cylindrotheca closterium
9/16/2019,T9-1,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T9-1,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T9-1,Ditylium brightwellii,0,Ditylium spp.
9/16/2019,T9-1,Detonula pumila,0,Detonula spp.
9/16/2019,T9-1,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T9-1,Fragilariopsis spp.,0,Fragilariopsis spp.
9/16/2019,T9-1,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T9-1,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T9-1,Guinardia striata,0,Guinardia spp.
9/16/2019,T9-1,Leptocylindrus danicus,0,Leptocylindrus spp.
9/16/2019,T9-1,Leptocylindrus minimum,235.84,Leptocylindrus spp.
9/16/2019,T9-1,Licmophora spp.,0,Licmophora spp.
9/16/2019,T9-1,Melosira moniliformis,0,Melosira spp.
9/16/2019,T9-1,Navicula spp.,10.72,Navicula spp.
9/16/2019,T9-1,Nitzschia spp.,0,Nitzschia spp.
9/16/2019,T9-1,Odontella spp.,0,Odontella spp.
9/16/2019,T9-1,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T9-1,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T9-1,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-1,Pleurosigma sp.,0,Pleurosigma spp.
9/16/2019,T9-1,Proboscia alata,0,unknown pennate diatom
9/16/2019,T9-1,Pseudo-nitzschia fraud/aust,32.16,Pseudo-nitzschia spp.
9/16/2019,T9-1,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/16/2019,T9-1,Pseudo-nitzschia multi/pung,0,Pseudo-nitzschia spp.
9/16/2019,T9-1,Rhizosolenia setigera,32.16,Rhizosolenia spp.
9/16/2019,T9-1,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T9-1,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T9-1,Skeletonema costatum,75.04,Skeletonema spp.
9/16/2019,T9-1,Surirella spp.,0,unknown pennate diatom
9/16/2019,T9-1,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T9-1,Synedra sp.,0,unknown pennate diatom
9/16/2019,T9-1,Thalassionema nitzschioides,32.16,Thalassionema spp.
9/16/2019,T9-1,Thalassiosira spp.,0,Thalassiosira spp.
9/16/2019,T9-1,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/16/2019,T9-1,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T9-1,Thalassiothrix longissum,0,unknown pennate diatom
9/16/2019,T9-1,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
9/16/2019,T9-1,Pennate diatoms,0,unknown pennate diatom
9/16/2019,T9-1,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T9-1,Alexandrium spp.,0.63,Alexandrium spp.
9/16/2019,T9-1,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T9-1,Ceratium fusus,0.63,Ceratium fusus
9/16/2019,T9-1,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T9-1,Ceratium lineatum,10.72,unknown dinflagellate
9/16/2019,T9-1,Ceratium longipes,0,Ceratium longipes
9/16/2019,T9-1,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T9-1,Ceratium tripos,21.44,unknown dinflagellate
9/16/2019,T9-1,Dinophysis acuminata,10.72,Dinophysis spp.
9/16/2019,T9-1,Dinophysis fortii,32.16,Dinophysis spp.
9/16/2019,T9-1,Dinophysis norvegica,0,Dinophysis spp.
9/16/2019,T9-1,Dinophysis parva,0,Dinophysis spp.
9/16/2019,T9-1,Diplopeltopsis sp.,0,unknown dinoflagellate
9/16/2019,T9-1,Dissodinium pseudolumula,0,unknown dinoflagellate
9/16/2019,T9-1,Gonyaulax digitale,0,Gonyaulax spp.
9/16/2019,T9-1,Gonyaulax spinifera,32.16,Gonyaulax spp.
9/16/2019,T9-1,Gymnodinium spp.,21.44,unknown dinoflagellate
9/16/2019,T9-1,Gyrodinium sp.,0,unknown dinoflagellate
9/16/2019,T9-1,Heterocapsa triquetra,0,Heterocapsa triquetra
9/16/2019,T9-1,Noctiluca scintillans,0,Noctiluca scintillans
9/16/2019,T9-1,Phalacroma rotundatum,0,unknown dinoflagellate
9/16/2019,T9-1,Polykrikos schwarzii,0,unknown dinoflagellate
9/16/2019,T9-1,Prorocentrum gracile,0,Prorocentrum spp.
9/16/2019,T9-1,Prorocentrum micans,10.72,Prorocentrum spp.
9/16/2019,T9-1,Prorocentrum minimum,0,Prorocentrum spp.
9/16/2019,T9-1,Proroceratium reticulatum,0,unknown dinoflagellate
9/16/2019,T9-1,Protoperidinium bipes,0,Protoperidinium spp.
9/16/2019,T9-1,Protoperidinium spp.,128.64,Protoperidinium spp.
9/16/2019,T9-1,Pyrophacus horologium,0,unknown dinoflagellate
9/16/2019,T9-1,Scrippsiella trochoidea,0,Scrippsiella spp.
9/16/2019,T9-1,small dino,0,unknown dinoflagellate
9/16/2019,T9-1,Torodinium robustum,0,unknown dinoflagellate
9/16/2019,T9-1,Dictyocha speculum,117.92,Dictyocha spp.
9/16/2019,T9-1,Mesodinium rubrum,0,Mesodinium rubrum
9/16/2019,T9-1,naked ciliates,0,naked ciliates
9/16/2019,T9-1,tintinnids,0.63,tintinnids
9/16/2019,T9-1,Euglena,0,Euglena
9/16/2019,T9-10,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T9-10,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-10,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-10,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T9-10,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T9-10,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-10,Bacteriastrum spp.,0,Bacteriastrum spp.
9/16/2019,T9-10,Bacillaria paxilli,53.6,Bacillaria spp.
9/16/2019,T9-10,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T9-10,Chaetoceros spp.,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T9-10,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T9-10,Coscinodiscus spp.,21.44,Coscinodiscus spp.
9/16/2019,T9-10,Corethron sp.,0,Corethron sp.
9/16/2019,T9-10,Cylindrotheca closterium,0,Cylindrotheca closterium
9/16/2019,T9-10,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T9-10,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T9-10,Ditylium brightwellii,0,Ditylium spp.
9/16/2019,T9-10,Detonula pumila,0,Detonula spp.
9/16/2019,T9-10,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T9-10,Fragilariopsis spp.,0,Fragilariopsis spp.
9/16/2019,T9-10,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T9-10,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T9-10,Guinardia striata,0,Guinardia spp.
9/16/2019,T9-10,Leptocylindrus danicus,0,Leptocylindrus spp.
9/16/2019,T9-10,Leptocylindrus minimum,0,Leptocylindrus spp.
9/16/2019,T9-10,Licmophora spp.,0,Licmophora spp.
9/16/2019,T9-10,Melosira moniliformis,0,Melosira spp.
9/16/2019,T9-10,Navicula spp.,10.72,Navicula spp.
9/16/2019,T9-10,Nitzschia spp.,10.72,Nitzschia spp.
9/16/2019,T9-10,Odontella spp.,0,Odontella spp.
9/16/2019,T9-10,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T9-10,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T9-10,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-10,Pleurosigma sp.,10.72,Pleurosigma spp.
9/16/2019,T9-10,Proboscia alata,0,unknown pennate diatom
9/16/2019,T9-10,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
9/16/2019,T9-10,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/16/2019,T9-10,Pseudo-nitzschia multi/pung,0,Pseudo-nitzschia spp.
9/16/2019,T9-10,Rhizosolenia setigera,0,Rhizosolenia spp.
9/16/2019,T9-10,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T9-10,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T9-10,Skeletonema costatum,0,Skeletonema spp.
9/16/2019,T9-10,Surirella spp.,0,unknown pennate diatom
9/16/2019,T9-10,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T9-10,Synedra sp.,0,unknown pennate diatom
9/16/2019,T9-10,Thalassionema nitzschioides,10.72,Thalassionema spp.
9/16/2019,T9-10,Thalassiosira spp.,10.72,Thalassiosira spp.
9/16/2019,T9-10,Thalassiosira nordenskioeldii,10.72,Thalassiosira spp.
9/16/2019,T9-10,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T9-10,Thalassiothrix longissum,0,unknown pennate diatom
9/16/2019,T9-10,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
9/16/2019,T9-10,Pennate diatoms,0,unknown pennate diatom
9/16/2019,T9-10,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T9-10,Alexandrium spp.,0.63,Alexandrium spp.
9/16/2019,T9-10,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T9-10,Ceratium fusus,10.72,Ceratium fusus
9/16/2019,T9-10,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T9-10,Ceratium lineatum,117.92,unknown dinflagellate
9/16/2019,T9-10,Ceratium longipes,53.6,Ceratium longipes
9/16/2019,T9-10,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T9-10,Ceratium tripos,21.44,unknown dinflagellate
9/16/2019,T9-10,Dinophysis acuminata,32.16,Dinophysis spp.
9/16/2019,T9-10,Dinophysis fortii,10.72,Dinophysis spp.
9/16/2019,T9-10,Dinophysis norvegica,0,Dinophysis spp.
9/16/2019,T9-10,Dinophysis parva,0,Dinophysis spp.
9/16/2019,T9-10,Diplopeltopsis sp.,10.72,unknown dinoflagellate
9/16/2019,T9-10,Dissodinium pseudolumula,0,unknown dinoflagellate
9/16/2019,T9-10,Gonyaulax digitale,0,Gonyaulax spp.
9/16/2019,T9-10,Gonyaulax spinifera,235.84,Gonyaulax spp.
9/16/2019,T9-10,Gymnodinium spp.,32.16,unknown dinoflagellate
9/16/2019,T9-10,Gyrodinium sp.,0,unknown dinoflagellate
9/16/2019,T9-10,Heterocapsa triquetra,0,Heterocapsa triquetra
9/16/2019,T9-10,Noctiluca scintillans,0,Noctiluca scintillans
9/16/2019,T9-10,Phalacroma rotundatum,0,unknown dinoflagellate
9/16/2019,T9-10,Polykrikos schwarzii,0,unknown dinoflagellate
9/16/2019,T9-10,Prorocentrum gracile,0,Prorocentrum spp.
9/16/2019,T9-10,Prorocentrum micans,0.63,Prorocentrum spp.
9/16/2019,T9-10,Prorocentrum minimum,0,Prorocentrum spp.
9/16/2019,T9-10,Proroceratium reticulatum,0,unknown dinoflagellate
9/16/2019,T9-10,Protoperidinium bipes,0,Protoperidinium spp.
9/16/2019,T9-10,Protoperidinium spp.,182.24,Protoperidinium spp.
9/16/2019,T9-10,Pyrophacus horologium,0,unknown dinoflagellate
9/16/2019,T9-10,Scrippsiella trochoidea,10.72,Scrippsiella spp.
9/16/2019,T9-10,small dino,0,unknown dinoflagellate
9/16/2019,T9-10,Torodinium robustum,0,unknown dinoflagellate
9/16/2019,T9-10,Dictyocha speculum,32.16,Dictyocha spp.
9/16/2019,T9-10,Mesodinium rubrum,0,Mesodinium rubrum
9/16/2019,T9-10,naked ciliates,0,naked ciliates
9/16/2019,T9-10,tintinnids,32.16,tintinnids
9/16/2019,T9-10,Euglena,192.96,Euglena
9/16/2019,T9-6,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T9-6,Actinoptychus senarius,10.72,unknown centric diatom (non-chain forming)
9/16/2019,T9-6,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-6,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T9-6,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T9-6,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-6,Bacteriastrum spp.,0,Bacteriastrum spp.
9/16/2019,T9-6,Bacillaria paxilli,0,Bacillaria spp.
9/16/2019,T9-6,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T9-6,Chaetoceros spp.,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T9-6,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T9-6,Coscinodiscus spp.,10.72,Coscinodiscus spp.
9/16/2019,T9-6,Corethron sp.,0,Corethron sp.
9/16/2019,T9-6,Cylindrotheca closterium,42.88,Cylindrotheca closterium
9/16/2019,T9-6,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T9-6,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T9-6,Ditylium brightwellii,0,Ditylium spp.
9/16/2019,T9-6,Detonula pumila,0,Detonula spp.
9/16/2019,T9-6,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T9-6,Fragilariopsis spp.,0,Fragilariopsis spp.
9/16/2019,T9-6,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T9-6,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T9-6,Guinardia striata,0,Guinardia spp.
9/16/2019,T9-6,Leptocylindrus danicus,0,Leptocylindrus spp.
9/16/2019,T9-6,Leptocylindrus minimum,0,Leptocylindrus spp.
9/16/2019,T9-6,Licmophora spp.,0,Licmophora spp.
9/16/2019,T9-6,Melosira moniliformis,0,Melosira spp.
9/16/2019,T9-6,Navicula spp.,0,Navicula spp.
9/16/2019,T9-6,Nitzschia spp.,0,Nitzschia spp.
9/16/2019,T9-6,Odontella spp.,10.72,Odontella spp.
9/16/2019,T9-6,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T9-6,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T9-6,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T9-6,Pleurosigma sp.,10.72,Pleurosigma spp.
9/16/2019,T9-6,Proboscia alata,0,unknown pennate diatom
9/16/2019,T9-6,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
9/16/2019,T9-6,Pseudo-nitzschia deli/p-deli,10.72,Pseudo-nitzschia spp.
9/16/2019,T9-6,Pseudo-nitzschia multi/pung,10.72,Pseudo-nitzschia spp.
9/16/2019,T9-6,Rhizosolenia setigera,21.44,Rhizosolenia spp.
9/16/2019,T9-6,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T9-6,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T9-6,Skeletonema costatum,0,Skeletonema spp.
9/16/2019,T9-6,Surirella spp.,0,unknown pennate diatom
9/16/2019,T9-6,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T9-6,Synedra sp.,0,unknown pennate diatom
9/16/2019,T9-6,Thalassionema nitzschioides,42.88,Thalassionema spp.
9/16/2019,T9-6,Thalassiosira spp.,0,Thalassiosira spp.
9/16/2019,T9-6,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/16/2019,T9-6,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T9-6,Thalassiothrix longissum,0,unknown pennate diatom
9/16/2019,T9-6,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
9/16/2019,T9-6,Pennate diatoms,32.16,unknown pennate diatom
9/16/2019,T9-6,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T9-6,Alexandrium spp.,0,Alexandrium spp.
9/16/2019,T9-6,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T9-6,Ceratium fusus,10.72,Ceratium fusus
9/16/2019,T9-6,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T9-6,Ceratium lineatum,150.08,unknown dinflagellate
9/16/2019,T9-6,Ceratium longipes,32.16,Ceratium longipes
9/16/2019,T9-6,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T9-6,Ceratium tripos,10.72,unknown dinflagellate
9/16/2019,T9-6,Dinophysis acuminata,21.44,Dinophysis spp.
9/16/2019,T9-6,Dinophysis fortii,10.72,Dinophysis spp.
9/16/2019,T9-6,Dinophysis norvegica,0.63,Dinophysis spp.
9/16/2019,T9-6,Dinophysis parva,10.72,Dinophysis spp.
9/16/2019,T9-6,Diplopeltopsis sp.,0,unknown dinoflagellate
9/16/2019,T9-6,Dissodinium pseudolumula,0,unknown dinoflagellate
9/16/2019,T9-6,Gonyaulax digitale,0,Gonyaulax spp.
9/16/2019,T9-6,Gonyaulax spinifera,128.64,Gonyaulax spp.
9/16/2019,T9-6,Gymnodinium spp.,0,unknown dinoflagellate
9/16/2019,T9-6,Gyrodinium sp.,0,unknown dinoflagellate
9/16/2019,T9-6,Heterocapsa triquetra,0,Heterocapsa triquetra
9/16/2019,T9-6,Noctiluca scintillans,0,Noctiluca scintillans
9/16/2019,T9-6,Phalacroma rotundatum,0,unknown dinoflagellate
9/16/2019,T9-6,Polykrikos schwarzii,0,unknown dinoflagellate
9/16/2019,T9-6,Prorocentrum gracile,0,Prorocentrum spp.
9/16/2019,T9-6,Prorocentrum micans,10.72,Prorocentrum spp.
9/16/2019,T9-6,Prorocentrum minimum,0,Prorocentrum spp.
9/16/2019,T9-6,Proroceratium reticulatum,0,unknown dinoflagellate
9/16/2019,T9-6,Protoperidinium bipes,0,Protoperidinium spp.
9/16/2019,T9-6,Protoperidinium spp.,53.6,Protoperidinium spp.
9/16/2019,T9-6,Pyrophacus horologium,0,unknown dinoflagellate
9/16/2019,T9-6,Scrippsiella trochoidea,0,Scrippsiella spp.
9/16/2019,T9-6,small dino,96.48,unknown dinoflagellate
9/16/2019,T9-6,Torodinium robustum,0,unknown dinoflagellate
9/16/2019,T9-6,Dictyocha speculum,171.52,Dictyocha spp.
9/16/2019,T9-6,Mesodinium rubrum,0,Mesodinium rubrum
9/16/2019,T9-6,naked ciliates,0,naked ciliates
9/16/2019,T9-6,tintinnids,0,tintinnids
9/16/2019,T9-6,Euglena,0,Euglena
9/16/2019,T4-2,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T4-2,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-2,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-2,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T4-2,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T4-2,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-2,Bacteriastrum spp.,0,Bacteriastrum spp.
9/16/2019,T4-2,Bacillaria paxilli,0,Bacillaria spp.
9/16/2019,T4-2,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T4-2,Chaetoceros spp.,32.16,Chaetoceros spp.
