Date,High Tide 1,High Tide 2,Low Tide 1,Low Tide 2
"2013-05-12 00:00","1899-12-30 00:36","1899-12-30 12:18","1899-12-30 06:12","1899-12-30 18:36"
"2013-05-13 00:00","1899-12-30 01:12","1899-12-30 12:48","1899-12-30 06:42","1899-12-30 19:18"
"2013-05-14 00:00","1899-12-30 01:48","1899-12-30 13:12","1899-12-30 07:18","1899-12-30 19:42"
"2013-05-15 00:00","1899-12-30 02:24","1899-12-30 14:00","1899-12-30 08:00","1899-12-30 20:24"
"2013-05-16 00:00","1899-12-30 03:00","1899-12-30 14:42","1899-12-30 08:42","1899-12-30 21:06"
"2013-05-17 00:00","1899-12-30 03:54","1899-12-30 15:36","1899-12-30 09:48","1899-12-30 22:00"
"2013-05-18 00:00","1899-12-30 04:54","1899-12-30 16:54","1899-12-30 11:00","1899-12-30 23:12"
"2013-05-19 00:00","1899-12-30 06:00","1899-12-30 18:18","1899-12-30 12:12",
"2013-05-20 00:00","1899-12-30 06:48","1899-12-30 19:24","1899-12-30 00:12","1899-12-30 13:12"
"2013-05-21 00:00","1899-12-30 07:42","1899-12-30 20:24","1899-12-30 01:18","1899-12-30 14:18"
"2013-05-22 00:00","1899-12-30 08:30","1899-12-30 21:24","1899-12-30 02:12","1899-12-30 15:00"
"2013-05-23 00:00","1899-12-30 09:12","1899-12-30 22:18","1899-12-30 03:06","1899-12-30 15:42"
"2013-05-24 00:00","1899-12-30 10:00","1899-12-30 23:06","1899-12-30 03:48","1899-12-30 16:30"
"2013-05-25 00:00","1899-12-30 10:48","1899-12-30 23:48","1899-12-30 04:36","1899-12-30 17:18"
"2013-05-26 00:00","1899-12-30 11:30",,"1899-12-30 05:30","1899-12-30 18:06"
"2013-05-27 00:00","1899-12-30 00:36","1899-12-30 12:18","1899-12-30 06:18","1899-12-30 18:48"
"2013-05-28 00:00","1899-12-30 01:30","1899-12-30 13:06","1899-12-30 07:00","1899-12-30 19:36"
"2013-05-29 00:00","1899-12-30 02:18","1899-12-30 14:00","1899-12-30 08:00","1899-12-30 20:30"
"2013-05-30 00:00","1899-12-30 03:00","1899-12-30 14:54","1899-12-30 08:54","1899-12-30 21:12"
"2013-05-31 00:00","1899-12-30 04:00","1899-12-30 16:00","1899-12-30 10:00","1899-12-30 22:18"
"2013-06-01 00:00","1899-12-30 05:00","1899-12-30 17:18","1899-12-30 11:12","1899-12-30 23:24"
"2013-06-02 00:00","1899-12-30 06:00","1899-12-30 18:36","1899-12-30 12:24",
"2013-06-03 00:00","1899-12-30 07:06","1899-12-30 19:54","1899-12-30 00:30","1899-12-30 13:36"
"2013-06-04 00:00","1899-12-30 08:00","1899-12-30 21:00","1899-12-30 01:36","1899-12-30 14:30"
"2013-06-05 00:00","1899-12-30 08:42","1899-12-30 21:48","1899-12-30 02:42","1899-12-30 15:24"
"2013-06-06 00:00","1899-12-30 09:30","1899-12-30 22:36","1899-12-30 03:30","1899-12-30 16:00"
"2013-06-07 00:00","1899-12-30 10:06","1899-12-30 23:12","1899-12-30 04:12","1899-12-30 16:42"
"2013-06-08 00:00","1899-12-30 10:48","1899-12-30 23:48","1899-12-30 04:48","1899-12-30 17:18"
"2013-06-09 00:00","1899-12-30 11:18",,"1899-12-30 05:24","1899-12-30 17:48"
"2013-06-10 00:00","1899-12-30 00:24","1899-12-30 11:54","1899-12-30 06:00","1899-12-30 18:24"
"2013-06-11 00:00","1899-12-30 00:54","1899-12-30 12:30","1899-12-30 06:30","1899-12-30 18:54"
"2013-06-12 00:00","1899-12-30 01:24","1899-12-30 13:00","1899-12-30 07:06","1899-12-30 19:30"
"2013-06-13 00:00","1899-12-30 02:00","1899-12-30 13:42","1899-12-30 07:42","1899-12-30 20:06"
"2013-06-14 00:00","1899-12-30 02:30","1899-12-30 14:18","1899-12-30 08:24","1899-12-30 20:42"
"2013-06-15 00:00","1899-12-30 03:18","1899-12-30 15:12","1899-12-30 09:18","1899-12-30 21:30"
"2013-06-16 00:00","1899-12-30 04:00","1899-12-30 16:12","1899-12-30 10:12","1899-12-30 22:12"
"2013-06-17 00:00","1899-12-30 04:54","1899-12-30 17:24","1899-12-30 11:24","1899-12-30 23:12"
"2013-06-18 00:00","1899-12-30 05:54","1899-12-30 18:48","1899-12-30 12:30",
"2013-06-19 00:00","1899-12-30 06:48","1899-12-30 20:00","1899-12-30 00:24","1899-12-30 13:36"
"2013-06-20 00:00","1899-12-30 07:48","1899-12-30 21:06","1899-12-30 01:36","1899-12-30 14:30"
"2013-06-21 00:00","1899-12-30 08:42","1899-12-30 22:00","1899-12-30 02:36","1899-12-30 15:30"
"2013-06-22 00:00","1899-12-30 09:36","1899-12-30 22:54","1899-12-30 03:30","1899-12-30 16:18"
"2013-06-23 00:00","1899-12-30 10:30","1899-12-30 23:42","1899-12-30 04:30","1899-12-30 17:06"
"2013-06-24 00:00","1899-12-30 11:24",,"1899-12-30 05:18","1899-12-30 17:54"
"2013-06-25 00:00","1899-12-30 00:24","1899-12-30 12:12","1899-12-30 06:06","1899-12-30 18:36"
"2013-06-26 00:00","1899-12-30 01:12","1899-12-30 13:00","1899-12-30 06:54","1899-12-30 19:24"
"2013-06-27 00:00","1899-12-30 01:54","1899-12-30 13:48","1899-12-30 07:48","1899-12-30 20:06"
"2013-06-28 00:00","1899-12-30 02:42","1899-12-30 14:42","1899-12-30 08:36","1899-12-30 20:54"
"2013-06-29 00:00","1899-12-30 03:30","1899-12-30 15:42","1899-12-30 09:36","1899-12-30 21:42"
"2013-06-30 00:00","1899-12-30 04:18","1899-12-30 16:42","1899-12-30 10:36","1899-12-30 22:42"
"2013-07-01 00:00","1899-12-30 05:12","1899-12-30 18:06","1899-12-30 11:48","1899-12-30 23:42"
"2013-07-02 00:00","1899-12-30 06:18","1899-12-30 19:24","1899-12-30 13:00",
"2013-07-03 00:00","1899-12-30 07:12","1899-12-30 20:36","1899-12-30 01:06","1899-12-30 14:06"
"2013-07-04 00:00","1899-12-30 08:12","1899-12-30 21:30","1899-12-30 02:12","1899-12-30 15:00"
"2013-07-05 00:00","1899-12-30 09:00","1899-12-30 22:12","1899-12-30 03:00","1899-12-30 15:42"
"2013-07-06 00:00","1899-12-30 09:48","1899-12-30 23:00","1899-12-30 03:42","1899-12-30 16:24"
"2013-07-07 00:00","1899-12-30 10:18","1899-12-30 23:30","1899-12-30 04:30","1899-12-30 17:00"
"2013-07-08 00:00","1899-12-30 11:06","1899-12-30 11:06","1899-12-30 05:00","1899-12-30 17:30"
"2013-07-09 00:00","1899-12-30 00:00","1899-12-30 11:30","1899-12-30 05:36","1899-12-30 18:06"
"2013-07-10 00:00","1899-12-30 00:30","1899-12-30 12:06","1899-12-30 06:06","1899-12-30 18:30"
"2013-07-11 00:00","1899-12-30 01:00","1899-12-30 12:42","1899-12-30 06:36","1899-12-30 19:06"
"2013-07-12 00:00","1899-12-30 01:30","1899-12-30 13:12","1899-12-30 07:12","1899-12-30 19:36"
"2013-07-13 00:00","1899-12-30 02:06","1899-12-30 14:00","1899-12-30 08:00","1899-12-30 20:12"
"2013-07-14 00:00","1899-12-30 02:36","1899-12-30 14:42","1899-12-30 08:42","1899-12-30 20:48"
"2013-07-15 00:00","1899-12-30 03:12","1899-12-30 15:30","1899-12-30 09:36","1899-12-30 21:30"
"2013-07-16 00:00","1899-12-30 04:00","1899-12-30 16:42","1899-12-30 10:30","1899-12-30 22:30"
"2013-07-17 00:00","1899-12-30 05:00","1899-12-30 18:00","1899-12-30 11:42","1899-12-30 23:48"
"2013-07-18 00:00","1899-12-30 06:06","1899-12-30 19:36","1899-12-30 13:00",
"2013-07-19 00:00","1899-12-30 07:12","1899-12-30 20:42","1899-12-30 01:00","1899-12-30 14:06"
"2013-07-20 00:00","1899-12-30 08:18","1899-12-30 21:42","1899-12-30 02:18","1899-12-30 15:12"
"2013-07-21 00:00","1899-12-30 09:18","1899-12-30 22:36","1899-12-30 03:12","1899-12-30 16:00"
"2013-07-22 00:00","1899-12-30 10:18","1899-12-30 23:24","1899-12-30 04:18","1899-12-30 16:48"
"2013-07-23 00:00","1899-12-30 11:06",,"1899-12-30 05:00","1899-12-30 17:36"
"2013-07-24 00:00","1899-12-30 00:06","1899-12-30 12:00","1899-12-30 05:48","1899-12-30 18:12"
"2013-07-25 00:00","1899-12-30 00:42","1899-12-30 12:48","1899-12-30 06:30","1899-12-30 19:00"
"2013-07-26 00:00","1899-12-30 01:30","1899-12-30 13:30","1899-12-30 07:18","1899-12-30 19:42"
"2013-07-27 00:00","1899-12-30 02:06","1899-12-30 14:18","1899-12-30 08:06","1899-12-30 20:24"
"2013-07-28 00:00","1899-12-30 02:48","1899-12-30 15:00","1899-12-30 09:00","1899-12-30 21:00"
"2013-07-29 00:00","1899-12-30 03:30","1899-12-30 16:06","1899-12-30 09:48","1899-12-30 22:00"
"2013-07-30 00:00","1899-12-30 04:18","1899-12-30 17:24","1899-12-30 11:00","1899-12-30 23:00"
"2013-07-31 00:00","1899-12-30 05:24","1899-12-30 19:00","1899-12-30 12:24",
"2013-08-01 00:00","1899-12-30 06:36","1899-12-30 20:18","1899-12-30 00:24","1899-12-30 13:36"
"2013-08-02 00:00","1899-12-30 07:42","1899-12-30 21:18","1899-12-30 01:48","1899-12-30 14:36"
"2013-08-03 00:00","1899-12-30 08:36","1899-12-30 22:00","1899-12-30 02:48","1899-12-30 15:24"
"2013-08-04 00:00","1899-12-30 09:24","1899-12-30 22:36","1899-12-30 03:36","1899-12-30 16:06"
"2013-08-05 00:00","1899-12-30 10:00","1899-12-30 23:00","1899-12-30 04:06","1899-12-30 16:30"
"2013-08-06 00:00","1899-12-30 10:42","1899-12-30 23:36","1899-12-30 04:48","1899-12-30 17:06"
"2013-08-07 00:00","1899-12-30 11:18",,"1899-12-30 05:12","1899-12-30 17:30"
"2013-08-08 00:00","1899-12-30 00:06","1899-12-30 11:48","1899-12-30 05:42","1899-12-30 18:00"
"2013-08-09 00:00","1899-12-30 00:30","1899-12-30 12:24","1899-12-30 06:18","1899-12-30 18:30"
"2013-08-10 00:00","1899-12-30 01:00","1899-12-30 13:00","1899-12-30 06:54","1899-12-30 19:00"
"2013-08-11 00:00","1899-12-30 01:30","1899-12-30 13:42","1899-12-30 07:30","1899-12-30 19:42"
"2013-08-12 00:00","1899-12-30 02:06","1899-12-30 14:24","1899-12-30 08:06","1899-12-30 20:18"
"2013-08-13 00:00","1899-12-30 02:42","1899-12-30 15:12","1899-12-30 09:00","1899-12-30 21:00"
"2013-08-14 00:00","1899-12-30 03:30","1899-12-30 16:30","1899-12-30 10:06","1899-12-30 22:00"
"2013-08-15 00:00","1899-12-30 04:18","1899-12-30 17:54","1899-12-30 11:18","1899-12-30 23:18"
"2013-08-16 00:00","1899-12-30 05:36","1899-12-30 19:24","1899-12-30 12:42",
"2013-08-17 00:00","1899-12-30 07:00","1899-12-30 20:36","1899-12-30 00:54","1899-12-30 14:00"
"2013-08-18 00:00","1899-12-30 08:06","1899-12-30 21:30","1899-12-30 02:00","1899-12-30 15:00"
"2013-08-19 00:00","1899-12-30 09:12","1899-12-30 22:12","1899-12-30 03:06","1899-12-30 15:42"
"2013-08-20 00:00","1899-12-30 10:06","1899-12-30 23:00","1899-12-30 04:06","1899-12-30 16:30"
"2013-08-21 00:00","1899-12-30 11:00","1899-12-30 23:36","1899-12-30 04:42","1899-12-30 17:18"
"2013-08-22 00:00","1899-12-30 11:42",,"1899-12-30 05:30","1899-12-30 17:54"
"2013-08-23 00:00","1899-12-30 00:12","1899-12-30 12:30","1899-12-30 06:12","1899-12-30 18:36"
"2013-08-24 00:00","1899-12-30 00:54","1899-12-30 13:06","1899-12-30 06:54","1899-12-30 19:12"
"2013-08-25 00:00","1899-12-30 01:36","1899-12-30 13:48","1899-12-30 07:30","1899-12-30 19:42"
"2013-08-26 00:00","1899-12-30 02:00","1899-12-30 14:30","1899-12-30 08:18","1899-12-30 20:30"
"2013-08-27 00:00","1899-12-30 02:48","1899-12-30 15:30","1899-12-30 09:06","1899-12-30 21:06"
"2013-08-28 00:00","1899-12-30 03:30","1899-12-30 16:42","1899-12-30 10:06","1899-12-30 22:12"
"2013-08-29 00:00","1899-12-30 04:30","1899-12-30 18:24","1899-12-30 11:30","1899-12-30 23:42"
"2013-08-30 00:00","1899-12-30 05:48","1899-12-30 19:48","1899-12-30 12:54",
"2013-08-31 00:00","1899-12-30 07:12","1899-12-30 20:48","1899-12-30 01:18","1899-12-30 14:00"
"2013-09-01 00:00","1899-12-30 08:12","1899-12-30 21:30","1899-12-30 02:18","1899-12-30 14:54"
"2013-09-02 00:00","1899-12-30 09:00","1899-12-30 22:00","1899-12-30 03:12","1899-12-30 15:30"
"2013-09-03 00:00","1899-12-30 09:36","1899-12-30 22:30","1899-12-30 03:48","1899-12-30 16:06"
"2013-09-04 00:00","1899-12-30 10:24","1899-12-30 22:54","1899-12-30 04:12","1899-12-30 16:36"
"2013-09-05 00:00","1899-12-30 11:00","1899-12-30 23:24","1899-12-30 04:48","1899-12-30 17:06"
"2013-09-06 00:00","1899-12-30 11:36","1899-12-30 23:54","1899-12-30 05:18","1899-12-30 17:30"
"2013-09-07 00:00","1899-12-30 12:06","1899-12-30 12:06","1899-12-30 05:54","1899-12-30 18:00"
"2013-09-08 00:00","1899-12-30 00:24","1899-12-30 12:42","1899-12-30 06:30","1899-12-30 18:36"
"2013-09-09 00:00","1899-12-30 00:54","1899-12-30 13:30","1899-12-30 07:06","1899-12-30 19:12"
"2013-09-10 00:00","1899-12-30 01:30","1899-12-30 14:06","1899-12-30 07:48","1899-12-30 20:00"
"2013-09-11 00:00","1899-12-30 02:12","1899-12-30 15:00","1899-12-30 08:36","1899-12-30 20:48"
"2013-09-12 00:00","1899-12-30 03:00","1899-12-30 16:12","1899-12-30 09:36","1899-12-30 21:42"
"2013-09-13 00:00","1899-12-30 04:06","1899-12-30 17:36","1899-12-30 10:48","1899-12-30 23:18"
"2013-09-14 00:00","1899-12-30 05:18","1899-12-30 19:00","1899-12-30 12:18",
"2013-09-15 00:00","1899-12-30 06:42","1899-12-30 20:12","1899-12-30 00:48","1899-12-30 13:48"
"2013-09-16 00:00","1899-12-30 08:06","1899-12-30 21:06","1899-12-30 02:06","1899-12-30 14:42"
"2013-09-17 00:00","1899-12-30 09:06","1899-12-30 21:54","1899-12-30 03:00","1899-12-30 15:30"
"2013-09-18 00:00","1899-12-30 10:06","1899-12-30 22:36","1899-12-30 03:42","1899-12-30 16:12"
"2013-09-19 00:00","1899-12-30 10:42","1899-12-30 23:06","1899-12-30 04:36","1899-12-30 16:48"
"2013-09-20 00:00","1899-12-30 11:36","1899-12-30 23:42","1899-12-30 05:12","1899-12-30 17:30"
"2013-09-21 00:00","1899-12-30 12:18","1899-12-30 12:18","1899-12-30 05:48","1899-12-30 18:06"
"2013-09-22 00:00","1899-12-30 00:18","1899-12-30 12:48","1899-12-30 06:30","1899-12-30 18:42"
"2013-09-23 00:00","1899-12-30 00:54","1899-12-30 13:36","1899-12-30 07:12","1899-12-30 19:18"
"2013-09-24 00:00","1899-12-30 01:30","1899-12-30 14:18","1899-12-30 07:42","1899-12-30 20:00"
"2013-09-25 00:00","1899-12-30 02:00","1899-12-30 15:00","1899-12-30 08:30","1899-12-30 20:30"
"2013-09-26 00:00","1899-12-30 02:48","1899-12-30 16:00","1899-12-30 09:30","1899-12-30 21:36"
"2013-09-27 00:00","1899-12-30 03:42","1899-12-30 17:18","1899-12-30 10:36","1899-12-30 22:48"
"2013-09-28 00:00","1899-12-30 04:54","1899-12-30 18:48","1899-12-30 12:00",
"2013-09-29 00:00","1899-12-30 06:24","1899-12-30 20:00","1899-12-30 00:36","1899-12-30 13:18"
"2013-09-30 00:00","1899-12-30 07:42","1899-12-30 20:30","1899-12-30 01:48","1899-12-30 14:06"
"2013-10-01 00:00","1899-12-30 08:42","1899-12-30 21:18","1899-12-30 02:42","1899-12-30 14:54"
"2013-10-02 00:00","1899-12-30 09:18","1899-12-30 21:48","1899-12-30 03:12","1899-12-30 15:30"
"2013-10-03 00:00","1899-12-30 10:00","1899-12-30 22:12","1899-12-30 03:42","1899-12-30 16:00"
"2013-10-04 00:00","1899-12-30 10:42","1899-12-30 22:42","1899-12-30 04:30","1899-12-30 16:30"
"2013-10-05 00:00","1899-12-30 11:18","1899-12-30 23:18","1899-12-30 05:00","1899-12-30 17:06"
"2013-10-06 00:00","1899-12-30 11:54","1899-12-30 23:48","1899-12-30 05:30","1899-12-30 17:42"
"2013-10-07 00:00","1899-12-30 12:36","1899-12-30 12:36","1899-12-30 06:06","1899-12-30 18:18"
"2013-10-08 00:00","1899-12-30 00:30","1899-12-30 13:12","1899-12-30 06:42","1899-12-30 19:00"
"2013-10-09 00:00","1899-12-30 01:00","1899-12-30 14:00","1899-12-30 07:36","1899-12-30 19:42"
"2013-10-10 00:00","1899-12-30 01:48","1899-12-30 15:00","1899-12-30 08:24","1899-12-30 20:30"
"2013-10-11 00:00","1899-12-30 02:42","1899-12-30 16:00","1899-12-30 09:18","1899-12-30 21:36"
"2013-10-12 00:00","1899-12-30 03:48","1899-12-30 17:30","1899-12-30 10:30","1899-12-30 23:06"
"2013-10-13 00:00","1899-12-30 05:18","1899-12-30 18:42","1899-12-30 12:00",
"2013-10-14 00:00","1899-12-30 06:48","1899-12-30 19:48","1899-12-30 00:42","1899-12-30 13:12"
"2013-10-15 00:00","1899-12-30 08:00","1899-12-30 20:36","1899-12-30 01:48","1899-12-30 14:18"
"2013-10-16 00:00","1899-12-30 09:00","1899-12-30 21:24","1899-12-30 02:48","1899-12-30 15:06"
"2013-10-17 00:00","1899-12-30 09:54","1899-12-30 22:06","1899-12-30 03:36","1899-12-30 15:42"
"2013-10-18 00:00","1899-12-30 10:36","1899-12-30 22:42","1899-12-30 04:12","1899-12-30 16:30"
"2013-10-19 00:00","1899-12-30 11:12","1899-12-30 23:12","1899-12-30 04:54","1899-12-30 17:06"
"2013-10-20 00:00","1899-12-30 11:54","1899-12-30 23:48","1899-12-30 05:36","1899-12-30 17:42"
"2013-10-21 00:00","1899-12-30 12:36","1899-12-30 12:36","1899-12-30 06:00","1899-12-30 18:18"
"2013-10-22 00:00","1899-12-30 00:18","1899-12-30 13:12","1899-12-30 06:42","1899-12-30 18:48"
"2013-10-23 00:00","1899-12-30 01:00","1899-12-30 13:48","1899-12-30 07:12","1899-12-30 19:30"
"2013-10-24 00:00","1899-12-30 01:36","1899-12-30 14:36","1899-12-30 08:00","1899-12-30 20:00"
"2013-10-25 00:00","1899-12-30 02:00","1899-12-30 15:18","1899-12-30 08:42","1899-12-30 21:00"
"2013-10-26 00:00","1899-12-30 02:54","1899-12-30 16:18","1899-12-30 09:30","1899-12-30 22:00"
"2013-10-27 00:00","1899-12-30 04:12","1899-12-30 18:06","1899-12-30 10:42","1899-12-30 23:42"
"2013-10-28 00:00","1899-12-30 05:12","1899-12-30 18:48","1899-12-30 11:54",
"2013-10-29 00:00","1899-12-30 06:48","1899-12-30 19:36","1899-12-30 01:00","1899-12-30 13:06"
"2013-10-30 00:00","1899-12-30 08:06","1899-12-30 20:18","1899-12-30 01:54","1899-12-30 14:06"
"2013-10-31 00:00","1899-12-30 08:48","1899-12-30 21:00","1899-12-30 02:42","1899-12-30 14:42"
"2013-11-01 00:00","1899-12-30 09:36","1899-12-30 21:30","1899-12-30 03:18","1899-12-30 15:24"
"2013-11-02 00:00","1899-12-30 10:12","1899-12-30 22:12","1899-12-30 03:54","1899-12-30 16:06"
"2013-11-03 00:00","1899-12-30 11:00","1899-12-30 22:48","1899-12-30 04:30","1899-12-30 16:36"
"2013-11-04 00:00","1899-12-30 11:42","1899-12-30 23:24","1899-12-30 05:06","1899-12-30 17:12"
"2013-11-05 00:00","1899-12-30 12:18","1899-12-30 12:18","1899-12-30 05:48","1899-12-30 18:06"
"2013-11-06 00:00","1899-12-30 00:00","1899-12-30 13:00","1899-12-30 06:30","1899-12-30 18:42"
"2013-11-07 00:00","1899-12-30 00:48","1899-12-30 14:00","1899-12-30 07:12","1899-12-30 19:36"
"2013-11-08 00:00","1899-12-30 01:30","1899-12-30 14:48","1899-12-30 08:06","1899-12-30 20:30"
"2013-11-09 00:00","1899-12-30 02:36","1899-12-30 15:48","1899-12-30 09:06","1899-12-30 21:36"
"2013-11-10 00:00","1899-12-30 03:42","1899-12-30 17:00","1899-12-30 10:00","1899-12-30 23:00"
"2013-11-11 00:00","1899-12-30 05:00","1899-12-30 18:06","1899-12-30 11:30",
"2013-11-12 00:00","1899-12-30 06:36","1899-12-30 19:18","1899-12-30 00:24","1899-12-30 12:36"
"2013-11-13 00:00","1899-12-30 07:42","1899-12-30 20:06","1899-12-30 01:30","1899-12-30 13:42"
"2013-11-14 00:00","1899-12-30 08:42","1899-12-30 20:48","1899-12-30 02:30","1899-12-30 14:36"
"2013-11-15 00:00","1899-12-30 09:42","1899-12-30 21:36","1899-12-30 03:24","1899-12-30 15:30"
"2013-11-16 00:00","1899-12-30 10:30","1899-12-30 22:18","1899-12-30 04:06","1899-12-30 16:06"
"2013-11-17 00:00","1899-12-30 11:06","1899-12-30 22:48","1899-12-30 04:36","1899-12-30 16:42"
"2013-11-18 00:00","1899-12-30 11:48","1899-12-30 23:24","1899-12-30 05:12","1899-12-30 17:24"
"2013-11-19 00:00","1899-12-30 12:18","1899-12-30 12:18","1899-12-30 05:48","1899-12-30 18:00"
"2013-11-20 00:00","1899-12-30 00:00","1899-12-30 13:00","1899-12-30 06:24","1899-12-30 18:36"
"2013-11-21 00:00","1899-12-30 00:30","1899-12-30 13:30","1899-12-30 07:00","1899-12-30 19:06"
"2013-11-22 00:00","1899-12-30 01:12","1899-12-30 14:06","1899-12-30 07:36","1899-12-30 19:42"
"2013-11-23 00:00","1899-12-30 01:42","1899-12-30 14:54","1899-12-30 08:18","1899-12-30 20:36"
"2013-11-24 00:00","1899-12-30 02:30","1899-12-30 15:48","1899-12-30 08:54","1899-12-30 21:30"
"2013-11-25 00:00","1899-12-30 03:12","1899-12-30 16:36","1899-12-30 09:42","1899-12-30 22:36"
"2013-11-26 00:00","1899-12-30 04:30","1899-12-30 17:36","1899-12-30 10:48",
"2013-11-27 00:00","1899-12-30 06:00","1899-12-30 18:30","1899-12-30 00:00","1899-12-30 11:48"
"2013-11-28 00:00","1899-12-30 07:06","1899-12-30 19:24","1899-12-30 01:06","1899-12-30 13:00"
"2013-11-29 00:00","1899-12-30 08:18","1899-12-30 20:00","1899-12-30 02:00","1899-12-30 14:00"
"2013-11-30 00:00","1899-12-30 00:07","1899-12-30 11:53","1899-12-30 05:47","1899-12-30 18:32"
"2013-12-01 00:00","1899-12-30 00:56","1899-12-30 12:38","1899-12-30 06:35","1899-12-30 19:15"
"2013-12-02 00:00","1899-12-30 01:42","1899-12-30 13:22","1899-12-30 07:21","1899-12-30 19:58"
"2013-12-03 00:00","1899-12-30 02:28","1899-12-30 14:07","1899-12-30 08:06","1899-12-30 20:41"
"2013-12-04 00:00","1899-12-30 03:13","1899-12-30 14:53","1899-12-30 08:52","1899-12-30 21:26"
"2013-12-05 00:00","1899-12-30 03:59","1899-12-30 15:41","1899-12-30 09:40","1899-12-30 22:11"
"2013-12-06 00:00","1899-12-30 04:46","1899-12-30 16:31","1899-12-30 10:30","1899-12-30 22:59"
"2013-12-07 00:00","1899-12-30 05:36","1899-12-30 17:25","1899-12-30 11:24","1899-12-30 23:50"
"2013-12-08 00:00","1899-12-30 06:29","1899-12-30 18:27","1899-12-30 12:24",
"2013-12-09 00:00","1899-12-30 07:27","1899-12-30 19:39","1899-12-30 00:46","1899-12-30 13:34"
"2013-12-10 00:00","1899-12-30 08:29","1899-12-30 21:02","1899-12-30 01:48","1899-12-30 14:50"
"2013-12-11 00:00","1899-12-30 09:33","1899-12-30 22:24","1899-12-30 02:56","1899-12-30 16:07"
"2013-12-12 00:00","1899-12-30 10:32","1899-12-30 23:35","1899-12-30 04:06","1899-12-30 17:13"
"2013-12-13 00:00","1899-12-30 11:24",,"1899-12-30 05:09","1899-12-30 18:05"
"2013-12-14 00:00","1899-12-30 00:31","1899-12-30 12:10","1899-12-30 06:03","1899-12-30 18:49"
"2013-12-15 00:00","1899-12-30 01:18","1899-12-30 12:52","1899-12-30 06:48","1899-12-30 19:28"
"2013-12-16 00:00","1899-12-30 01:58","1899-12-30 13:29","1899-12-30 07:28","1899-12-30 20:03"
"2013-12-17 00:00","1899-12-30 02:34","1899-12-30 14:05","1899-12-30 08:06","1899-12-30 20:37"
"2013-12-18 00:00","1899-12-30 03:08","1899-12-30 14:41","1899-12-30 08:43","1899-12-30 21:10"
"2013-12-19 00:00","1899-12-30 03:42","1899-12-30 15:16","1899-12-30 09:19","1899-12-30 21:43"
"2013-12-20 00:00","1899-12-30 04:15","1899-12-30 15:51","1899-12-30 09:55","1899-12-30 22:16"
"2013-12-21 00:00","1899-12-30 04:49","1899-12-30 16:28","1899-12-30 10:33","1899-12-30 22:50"
"2013-12-22 00:00","1899-12-30 05:23","1899-12-30 17:07","1899-12-30 11:13","1899-12-30 23:26"
"2013-12-23 00:00","1899-12-30 06:00","1899-12-30 17:52","1899-12-30 11:58",
"2013-12-24 00:00","1899-12-30 06:40","1899-12-30 18:46","1899-12-30 00:06","1899-12-30 12:50"
"2013-12-25 00:00","1899-12-30 07:27","1899-12-30 19:56","1899-12-30 00:52","1899-12-30 13:53"
"2013-12-26 00:00","1899-12-30 08:21","1899-12-30 21:18","1899-12-30 01:49","1899-12-30 15:04"
"2013-12-27 00:00","1899-12-30 09:21","1899-12-30 22:37","1899-12-30 02:57","1899-12-30 16:14"
"2013-12-28 00:00","1899-12-30 10:22","1899-12-30 23:44","1899-12-30 04:08","1899-12-30 17:16"
"2013-12-29 00:00","1899-12-30 11:20","1899-12-30 11:20","1899-12-30 05:13","1899-12-30 18:10"
"2013-12-30 00:00","1899-12-30 00:40","1899-12-30 12:14","1899-12-30 06:12","1899-12-30 18:59"
"2013-12-31 00:00","1899-12-30 01:30","1899-12-30 13:06","1899-12-30 07:04","1899-12-30 19:44"
"2014-01-01 00:00","1899-12-30 02:16","1899-12-30 13:57","1899-12-30 07:54","1899-12-30 20:29"
"2014-01-02 00:00","1899-12-30 03:01","1899-12-30 14:45","1899-12-30 08:42","1899-12-30 21:13"
"2014-01-03 00:00","1899-12-30 03:45","1899-12-30 15:34","1899-12-30 09:29","1899-12-30 21:57"
"2014-01-04 00:00","1899-12-30 04:29","1899-12-30 16:22","1899-12-30 10:18","1899-12-30 22:42"
"2014-01-05 00:00","1899-12-30 05:14","1899-12-30 17:13","1899-12-30 11:08","1899-12-30 23:28"
"2014-01-06 00:00","1899-12-30 06:00","1899-12-30 18:08","1899-12-30 12:03",
"2014-01-07 00:00","1899-12-30 06:50","1899-12-30 19:11","1899-12-30 00:17","1899-12-30 13:03"
"2014-01-08 00:00","1899-12-30 07:45","1899-12-30 20:26","1899-12-30 01:11","1899-12-30 14:13"
"2014-01-09 00:00","1899-12-30 08:47","1899-12-30 21:53","1899-12-30 02:13","1899-12-30 15:32"
"2014-01-10 00:00","1899-12-30 09:54","1899-12-30 23:16","1899-12-30 03:25","1899-12-30 16:49"
"2014-01-11 00:00","1899-12-30 10:57","1899-12-30 10:57","1899-12-30 04:40","1899-12-30 17:50"
"2014-01-12 00:00","1899-12-30 00:20","1899-12-30 11:51","1899-12-30 05:44","1899-12-30 18:37"
"2014-01-13 00:00","1899-12-30 01:07","1899-12-30 12:37","1899-12-30 06:34","1899-12-30 19:16"
"2014-01-14 00:00","1899-12-30 01:46","1899-12-30 13:16","1899-12-30 07:15","1899-12-30 19:49"
"2014-01-15 00:00","1899-12-30 02:19","1899-12-30 13:53","1899-12-30 07:52","1899-12-30 20:21"
