Date,Sunrise,Sunset
"2014-03-09 00:00","1899-12-30 07:40","1899-12-30 18:55"
"2014-03-10 00:00","1899-12-30 07:37","1899-12-30 18:57"
"2014-03-11 00:00","1899-12-30 07:34","1899-12-30 19:00"
"2014-03-12 00:00","1899-12-30 07:31","1899-12-30 19:02"
"2014-03-13 00:00","1899-12-30 07:28","1899-12-30 19:04"
"2014-03-14 00:00","1899-12-30 07:25","1899-12-30 19:07"
"2014-03-15 00:00","1899-12-30 07:22","1899-12-30 19:09"
"2014-03-16 00:00","1899-12-30 07:19","1899-12-30 19:12"
"2014-03-17 00:00","1899-12-30 07:16","1899-12-30 19:14"
"2014-03-18 00:00","1899-12-30 07:13","1899-12-30 19:17"
"2014-03-19 00:00","1899-12-30 07:10","1899-12-30 19:19"
"2014-03-20 00:00","1899-12-30 07:07","1899-12-30 19:21"
"2014-03-21 00:00","1899-12-30 07:04","1899-12-30 19:24"
"2014-03-22 00:00","1899-12-30 07:01","1899-12-30 19:26"
"2014-03-23 00:00","1899-12-30 06:58","1899-12-30 19:29"
"2014-03-24 00:00","1899-12-30 06:55","1899-12-30 19:31"
"2014-03-25 00:00","1899-12-30 06:52","1899-12-30 19:33"
"2014-03-26 00:00","1899-12-30 06:49","1899-12-30 19:36"
"2014-03-27 00:00","1899-12-30 06:46","1899-12-30 19:38"
"2014-03-28 00:00","1899-12-30 06:43","1899-12-30 19:41"
"2014-03-29 00:00","1899-12-30 06:40","1899-12-30 19:43"
"2014-03-30 00:00","1899-12-30 06:37","1899-12-30 19:45"
"2014-03-31 00:00","1899-12-30 06:34","1899-12-30 19:48"
"2014-04-01 00:00","1899-12-30 06:31","1899-12-30 19:50"
"2014-04-02 00:00","1899-12-30 06:28","1899-12-30 19:53"
"2014-04-03 00:00","1899-12-30 06:25","1899-12-30 19:55"
"2014-04-04 00:00","1899-12-30 06:22","1899-12-30 19:57"
"2014-04-05 00:00","1899-12-30 06:19","1899-12-30 20:00"
"2014-04-06 00:00","1899-12-30 06:16","1899-12-30 20:02"
"2014-04-07 00:00","1899-12-30 06:13","1899-12-30 20:05"
"2014-04-08 00:00","1899-12-30 06:10","1899-12-30 20:07"
"2014-04-09 00:00","1899-12-30 06:08","1899-12-30 20:09"
"2014-04-10 00:00","1899-12-30 06:05","1899-12-30 20:12"
"2014-04-11 00:00","1899-12-30 06:02","1899-12-30 20:14"
"2014-04-12 00:00","1899-12-30 05:59","1899-12-30 20:17"
"2014-04-13 00:00","1899-12-30 05:56","1899-12-30 20:19"
"2014-04-14 00:00","1899-12-30 05:53","1899-12-30 20:21"
"2014-04-15 00:00","1899-12-30 05:50","1899-12-30 20:24"
"2014-04-16 00:00","1899-12-30 05:47","1899-12-30 20:26"
"2014-04-17 00:00","1899-12-30 05:44","1899-12-30 20:29"
"2014-04-18 00:00","1899-12-30 05:41","1899-12-30 20:31"
"2014-04-19 00:00","1899-12-30 05:39","1899-12-30 20:34"
"2014-04-20 00:00","1899-12-30 05:36","1899-12-30 20:36"
"2014-04-21 00:00","1899-12-30 05:33","1899-12-30 20:38"
"2014-04-22 00:00","1899-12-30 05:30","1899-12-30 20:41"
"2014-04-23 00:00","1899-12-30 05:27","1899-12-30 20:43"
"2014-04-24 00:00","1899-12-30 05:24","1899-12-30 20:46"
"2014-04-25 00:00","1899-12-30 05:22","1899-12-30 20:48"
"2014-04-26 00:00","1899-12-30 05:19","1899-12-30 20:51"
"2014-04-27 00:00","1899-12-30 05:16","1899-12-30 20:53"
"2014-04-28 00:00","1899-12-30 05:13","1899-12-30 20:56"
"2014-04-29 00:00","1899-12-30 05:11","1899-12-30 20:58"
"2014-04-30 00:00","1899-12-30 05:08","1899-12-30 21:00"
"2014-05-01 00:00","1899-12-30 05:05","1899-12-30 21:03"
"2014-05-02 00:00","1899-12-30 05:03","1899-12-30 21:05"
"2014-05-03 00:00","1899-12-30 05:00","1899-12-30 21:08"
"2014-05-04 00:00","1899-12-30 04:57","1899-12-30 21:10"
"2014-05-05 00:00","1899-12-30 04:55","1899-12-30 21:13"
"2014-05-06 00:00","1899-12-30 04:52","1899-12-30 21:15"
"2014-05-07 00:00","1899-12-30 04:50","1899-12-30 21:17"
"2014-05-08 00:00","1899-12-30 04:47","1899-12-30 21:20"
"2014-05-09 00:00","1899-12-30 04:45","1899-12-30 21:22"
"2014-05-10 00:00","1899-12-30 04:42","1899-12-30 21:25"
"2014-05-11 00:00","1899-12-30 04:40","1899-12-30 21:27"
"2014-05-12 00:00","1899-12-30 04:38","1899-12-30 21:29"
"2014-05-13 00:00","1899-12-30 04:35","1899-12-30 21:32"
"2014-05-14 00:00","1899-12-30 04:33","1899-12-30 21:34"
"2014-05-15 00:00","1899-12-30 04:31","1899-12-30 21:36"
"2014-05-16 00:00","1899-12-30 04:28","1899-12-30 21:38"
"2014-05-17 00:00","1899-12-30 04:26","1899-12-30 21:41"
"2014-05-18 00:00","1899-12-30 04:24","1899-12-30 21:43"
"2014-05-19 00:00","1899-12-30 04:22","1899-12-30 21:45"
"2014-05-20 00:00","1899-12-30 04:20","1899-12-30 21:47"
"2014-05-21 00:00","1899-12-30 04:18","1899-12-30 21:49"
"2014-05-22 00:00","1899-12-30 04:16","1899-12-30 21:52"
"2014-05-23 00:00","1899-12-30 04:14","1899-12-30 21:54"
"2014-05-24 00:00","1899-12-30 04:12","1899-12-30 21:56"
"2014-05-25 00:00","1899-12-30 04:10","1899-12-30 21:58"
"2014-05-26 00:00","1899-12-30 04:08","1899-12-30 22:00"
"2014-05-27 00:00","1899-12-30 04:06","1899-12-30 22:02"
"2014-05-28 00:00","1899-12-30 04:05","1899-12-30 22:04"
"2014-05-29 00:00","1899-12-30 04:03","1899-12-30 22:05"
"2014-05-30 00:00","1899-12-30 04:02","1899-12-30 22:07"
"2014-05-31 00:00","1899-12-30 04:00","1899-12-30 22:09"
"2014-06-01 00:00","1899-12-30 03:59","1899-12-30 22:11"
"2014-06-02 00:00","1899-12-30 03:57","1899-12-30 22:12"
"2014-06-03 00:00","1899-12-30 03:56","1899-12-30 22:14"
"2014-06-04 00:00","1899-12-30 03:55","1899-12-30 22:15"
"2014-06-05 00:00","1899-12-30 03:54","1899-12-30 22:17"
"2014-06-06 00:00","1899-12-30 03:53","1899-12-30 22:18"
"2014-06-07 00:00","1899-12-30 03:52","1899-12-30 22:20"
"2014-06-08 00:00","1899-12-30 03:51","1899-12-30 22:21"
"2014-06-09 00:00","1899-12-30 03:50","1899-12-30 22:22"
"2014-06-10 00:00","1899-12-30 03:49","1899-12-30 22:23"
"2014-06-11 00:00","1899-12-30 03:48","1899-12-30 22:24"
"2014-06-12 00:00","1899-12-30 03:48","1899-12-30 22:25"
"2014-06-13 00:00","1899-12-30 03:47","1899-12-30 22:26"
"2014-06-14 00:00","1899-12-30 03:47","1899-12-30 22:27"
"2014-06-15 00:00","1899-12-30 03:46","1899-12-30 22:27"
"2014-06-16 00:00","1899-12-30 03:46","1899-12-30 22:28"
"2014-06-17 00:00","1899-12-30 03:46","1899-12-30 22:29"
"2014-06-18 00:00","1899-12-30 03:46","1899-12-30 22:29"
"2014-06-19 00:00","1899-12-30 03:46","1899-12-30 22:29"
"2014-06-20 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2014-06-21 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2014-06-22 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2014-06-23 00:00","1899-12-30 03:47","1899-12-30 22:30"
"2014-06-24 00:00","1899-12-30 03:47","1899-12-30 22:30"
"2014-06-25 00:00","1899-12-30 03:48","1899-12-30 22:30"
"2014-06-26 00:00","1899-12-30 03:48","1899-12-30 22:30"
"2014-06-27 00:00","1899-12-30 03:49","1899-12-30 22:29"
"2014-06-28 00:00","1899-12-30 03:50","1899-12-30 22:29"
"2014-06-29 00:00","1899-12-30 03:51","1899-12-30 22:28"
"2014-06-30 00:00","1899-12-30 03:52","1899-12-30 22:28"
"2014-07-01 00:00","1899-12-30 03:53","1899-12-30 22:27"
"2014-07-02 00:00","1899-12-30 03:54","1899-12-30 22:26"
"2014-07-03 00:00","1899-12-30 03:55","1899-12-30 22:25"
"2014-07-04 00:00","1899-12-30 03:56","1899-12-30 22:24"
"2014-07-05 00:00","1899-12-30 03:57","1899-12-30 22:23"
"2014-07-06 00:00","1899-12-30 03:59","1899-12-30 22:22"
"2014-07-07 00:00","1899-12-30 04:00","1899-12-30 22:21"
"2014-07-08 00:00","1899-12-30 04:02","1899-12-30 22:20"
"2014-07-09 00:00","1899-12-30 04:03","1899-12-30 22:19"
"2014-07-10 00:00","1899-12-30 04:05","1899-12-30 22:17"
"2014-07-11 00:00","1899-12-30 04:07","1899-12-30 22:16"
"2014-07-12 00:00","1899-12-30 04:08","1899-12-30 22:14"
"2014-07-13 00:00","1899-12-30 04:10","1899-12-30 22:13"
"2014-07-14 00:00","1899-12-30 04:12","1899-12-30 22:11"
"2014-07-15 00:00","1899-12-30 04:14","1899-12-30 22:09"
"2014-07-16 00:00","1899-12-30 04:16","1899-12-30 22:08"
"2014-07-17 00:00","1899-12-30 04:18","1899-12-30 22:06"
"2014-07-18 00:00","1899-12-30 04:19","1899-12-30 22:04"
"2014-07-19 00:00","1899-12-30 04:22","1899-12-30 22:02"
"2014-07-20 00:00","1899-12-30 04:24","1899-12-30 22:00"
"2014-07-21 00:00","1899-12-30 04:26","1899-12-30 21:58"
"2014-07-22 00:00","1899-12-30 04:28","1899-12-30 21:56"
"2014-07-23 00:00","1899-12-30 04:30","1899-12-30 21:54"
"2014-07-24 00:00","1899-12-30 04:32","1899-12-30 21:52"
"2014-07-25 00:00","1899-12-30 04:34","1899-12-30 21:50"
"2014-07-26 00:00","1899-12-30 04:36","1899-12-30 21:47"
"2014-07-27 00:00","1899-12-30 04:39","1899-12-30 21:45"
"2014-07-28 00:00","1899-12-30 04:41","1899-12-30 21:43"
"2014-07-29 00:00","1899-12-30 04:43","1899-12-30 21:41"
"2014-07-30 00:00","1899-12-30 04:45","1899-12-30 21:38"
"2014-07-31 00:00","1899-12-30 04:48","1899-12-30 21:36"
"2014-08-01 00:00","1899-12-30 04:50","1899-12-30 21:33"
"2014-08-02 00:00","1899-12-30 04:52","1899-12-30 21:31"
"2014-08-03 00:00","1899-12-30 04:55","1899-12-30 21:28"
"2014-08-04 00:00","1899-12-30 04:57","1899-12-30 21:26"
"2014-08-05 00:00","1899-12-30 04:59","1899-12-30 21:23"
"2014-08-06 00:00","1899-12-30 05:02","1899-12-30 21:21"
"2014-08-07 00:00","1899-12-30 05:04","1899-12-30 21:18"
"2014-08-08 00:00","1899-12-30 05:06","1899-12-30 21:16"
"2014-08-09 00:00","1899-12-30 05:09","1899-12-30 21:13"
"2014-08-10 00:00","1899-12-30 05:11","1899-12-30 21:10"
"2014-08-11 00:00","1899-12-30 05:13","1899-12-30 21:08"
"2014-08-12 00:00","1899-12-30 05:16","1899-12-30 21:05"
"2014-08-13 00:00","1899-12-30 05:18","1899-12-30 21:02"
"2014-08-14 00:00","1899-12-30 05:20","1899-12-30 21:00"
"2014-08-15 00:00","1899-12-30 05:23","1899-12-30 20:57"
"2014-08-16 00:00","1899-12-30 05:25","1899-12-30 20:54"
"2014-08-17 00:00","1899-12-30 05:28","1899-12-30 20:51"
"2014-08-18 00:00","1899-12-30 05:30","1899-12-30 20:48"
"2014-08-19 00:00","1899-12-30 05:32","1899-12-30 20:46"
"2014-08-20 00:00","1899-12-30 05:35","1899-12-30 20:43"
"2014-08-21 00:00","1899-12-30 05:37","1899-12-30 20:40"
"2014-08-22 00:00","1899-12-30 05:39","1899-12-30 20:37"
"2014-08-23 00:00","1899-12-30 05:42","1899-12-30 20:34"
"2014-08-24 00:00","1899-12-30 05:44","1899-12-30 20:31"
"2014-08-25 00:00","1899-12-30 05:46","1899-12-30 20:28"
"2014-08-26 00:00","1899-12-30 05:49","1899-12-30 20:26"
"2014-08-27 00:00","1899-12-30 05:51","1899-12-30 20:23"
"2014-08-28 00:00","1899-12-30 05:53","1899-12-30 20:20"
"2014-08-29 00:00","1899-12-30 05:56","1899-12-30 20:17"
"2014-08-30 00:00","1899-12-30 05:58","1899-12-30 20:14"
"2014-08-31 00:00","1899-12-30 06:00","1899-12-30 20:11"
"2014-09-01 00:00","1899-12-30 06:03","1899-12-30 20:08"
"2014-09-02 00:00","1899-12-30 06:05","1899-12-30 20:05"
"2014-09-03 00:00","1899-12-30 06:07","1899-12-30 20:02"
"2014-09-04 00:00","1899-12-30 06:10","1899-12-30 19:59"
"2014-09-05 00:00","1899-12-30 06:12","1899-12-30 19:56"
"2014-09-06 00:00","1899-12-30 06:14","1899-12-30 19:53"
"2014-09-07 00:00","1899-12-30 06:17","1899-12-30 19:50"
"2014-09-08 00:00","1899-12-30 06:19","1899-12-30 19:47"
"2014-09-09 00:00","1899-12-30 06:21","1899-12-30 19:44"
"2014-09-10 00:00","1899-12-30 06:23","1899-12-30 19:41"
"2014-09-11 00:00","1899-12-30 06:26","1899-12-30 19:38"
"2014-09-12 00:00","1899-12-30 06:28","1899-12-30 19:35"
"2014-09-13 00:00","1899-12-30 06:30","1899-12-30 19:32"
"2014-09-14 00:00","1899-12-30 06:33","1899-12-30 19:29"
"2014-09-15 00:00","1899-12-30 06:35","1899-12-30 19:26"
"2014-09-16 00:00","1899-12-30 06:37","1899-12-30 19:23"
"2014-09-17 00:00","1899-12-30 06:40","1899-12-30 19:20"
"2014-09-18 00:00","1899-12-30 06:42","1899-12-30 19:17"
"2014-09-19 00:00","1899-12-30 06:44","1899-12-30 19:14"
"2014-09-20 00:00","1899-12-30 06:47","1899-12-30 19:11"
"2014-09-21 00:00","1899-12-30 06:49","1899-12-30 19:08"
"2014-09-22 00:00","1899-12-30 06:51","1899-12-30 19:05"
"2014-09-23 00:00","1899-12-30 06:53","1899-12-30 19:02"
"2014-09-24 00:00","1899-12-30 06:56","1899-12-30 18:59"
"2014-09-25 00:00","1899-12-30 06:58","1899-12-30 18:56"
"2014-09-26 00:00","1899-12-30 07:00","1899-12-30 18:53"
"2014-09-27 00:00","1899-12-30 07:03","1899-12-30 18:50"
"2014-09-28 00:00","1899-12-30 07:05","1899-12-30 18:47"
"2014-09-29 00:00","1899-12-30 07:07","1899-12-30 18:44"
"2014-09-30 00:00","1899-12-30 07:10","1899-12-30 18:41"
"2014-10-01 00:00","1899-12-30 07:12","1899-12-30 18:38"
"2014-10-02 00:00","1899-12-30 07:14","1899-12-30 18:35"
"2014-10-03 00:00","1899-12-30 07:17","1899-12-30 18:32"
"2014-10-04 00:00","1899-12-30 07:19","1899-12-30 18:29"
"2014-10-05 00:00","1899-12-30 07:21","1899-12-30 18:26"
"2014-10-06 00:00","1899-12-30 07:24","1899-12-30 18:23"
"2014-10-07 00:00","1899-12-30 07:26","1899-12-30 18:20"
"2014-10-08 00:00","1899-12-30 07:29","1899-12-30 18:18"
"2014-10-09 00:00","1899-12-30 07:31","1899-12-30 18:15"
"2014-10-10 00:00","1899-12-30 07:33","1899-12-30 18:12"
"2014-10-11 00:00","1899-12-30 07:36","1899-12-30 18:09"
"2014-10-12 00:00","1899-12-30 07:38","1899-12-30 18:06"
"2014-10-13 00:00","1899-12-30 07:41","1899-12-30 18:03"
"2014-10-14 00:00","1899-12-30 07:43","1899-12-30 18:00"
"2014-10-15 00:00","1899-12-30 07:45","1899-12-30 17:57"
"2014-10-16 00:00","1899-12-30 07:48","1899-12-30 17:54"
"2014-10-17 00:00","1899-12-30 07:50","1899-12-30 17:52"
"2014-10-18 00:00","1899-12-30 07:53","1899-12-30 17:49"
"2014-10-19 00:00","1899-12-30 07:55","1899-12-30 17:46"
"2014-10-20 00:00","1899-12-30 07:58","1899-12-30 17:43"
"2014-10-21 00:00","1899-12-30 08:00","1899-12-30 17:40"
"2014-10-22 00:00","1899-12-30 08:03","1899-12-30 17:38"
"2014-10-23 00:00","1899-12-30 08:05","1899-12-30 17:35"
"2014-10-24 00:00","1899-12-30 08:07","1899-12-30 17:32"
"2014-10-25 00:00","1899-12-30 08:10","1899-12-30 17:29"
"2014-10-26 00:00","1899-12-30 08:12","1899-12-30 17:27"
"2014-10-27 00:00","1899-12-30 08:15","1899-12-30 17:24"
"2014-10-28 00:00","1899-12-30 08:17","1899-12-30 17:21"
"2014-10-29 00:00","1899-12-30 08:20","1899-12-30 17:19"
"2014-10-30 00:00","1899-12-30 08:23","1899-12-30 17:16"
"2014-10-31 00:00","1899-12-30 08:25","1899-12-30 17:14"
"2014-11-01 00:00","1899-12-30 08:28","1899-12-30 17:11"
"2014-11-02 00:00","1899-12-30 08:30","1899-12-30 17:09"
"2014-11-03 00:00","1899-12-30 08:33","1899-12-30 17:06"
"2014-11-04 00:00","1899-12-30 08:35","1899-12-30 17:04"
"2014-11-05 00:00","1899-12-30 08:38","1899-12-30 17:01"
"2014-11-06 00:00","1899-12-30 08:40","1899-12-30 16:59"
"2014-11-07 00:00","1899-12-30 08:43","1899-12-30 16:56"
"2014-11-08 00:00","1899-12-30 08:45","1899-12-30 16:54"
"2014-11-09 00:00","1899-12-30 08:48","1899-12-30 16:52"
"2014-11-10 00:00","1899-12-30 08:50","1899-12-30 16:49"
"2014-11-11 00:00","1899-12-30 08:53","1899-12-30 16:47"
"2014-11-12 00:00","1899-12-30 08:55","1899-12-30 16:45"
"2014-11-13 00:00","1899-12-30 08:58","1899-12-30 16:43"
"2014-11-14 00:00","1899-12-30 09:00","1899-12-30 16:40"
"2014-11-15 00:00","1899-12-30 09:03","1899-12-30 16:38"
"2014-11-16 00:00","1899-12-30 09:05","1899-12-30 16:36"
"2014-11-17 00:00","1899-12-30 09:07","1899-12-30 16:34"
"2014-11-18 00:00","1899-12-30 09:10","1899-12-30 16:32"
"2014-11-19 00:00","1899-12-30 09:12","1899-12-30 16:30"
"2014-11-20 00:00","1899-12-30 09:15","1899-12-30 16:28"
"2014-11-21 00:00","1899-12-30 09:17","1899-12-30 16:27"
"2014-11-22 00:00","1899-12-30 09:19","1899-12-30 16:25"
"2014-11-23 00:00","1899-12-30 09:22","1899-12-30 16:23"
"2014-11-24 00:00","1899-12-30 09:24","1899-12-30 16:21"
"2014-11-25 00:00","1899-12-30 09:26","1899-12-30 16:20"
"2014-11-26 00:00","1899-12-30 09:28","1899-12-30 16:18"
"2014-11-27 00:00","1899-12-30 09:31","1899-12-30 16:17"
"2014-11-28 00:00","1899-12-30 09:33","1899-12-30 16:15"
"2014-11-29 00:00","1899-12-30 09:35","1899-12-30 16:14"
"2014-11-30 00:00","1899-12-30 09:37","1899-12-30 16:13"
"2014-12-01 00:00","1899-12-30 09:39","1899-12-30 16:12"
"2014-12-02 00:00","1899-12-30 09:41","1899-12-30 16:10"
"2014-12-03 00:00","1899-12-30 09:43","1899-12-30 16:09"
"2014-12-04 00:00","1899-12-30 09:44","1899-12-30 16:08"
"2014-12-05 00:00","1899-12-30 09:46","1899-12-30 16:07"
"2014-12-06 00:00","1899-12-30 09:48","1899-12-30 16:07"
"2014-12-07 00:00","1899-12-30 09:50","1899-12-30 16:06"
"2014-12-08 00:00","1899-12-30 09:51","1899-12-30 16:05"
"2014-12-09 00:00","1899-12-30 09:53","1899-12-30 16:04"
"2014-12-10 00:00","1899-12-30 09:54","1899-12-30 16:04"
"2014-12-11 00:00","1899-12-30 09:55","1899-12-30 16:03"
"2014-12-12 00:00","1899-12-30 09:57","1899-12-30 16:03"
"2014-12-13 00:00","1899-12-30 09:58","1899-12-30 16:03"
"2014-12-14 00:00","1899-12-30 09:59","1899-12-30 16:03"
"2014-12-15 00:00","1899-12-30 10:00","1899-12-30 16:03"
"2014-12-16 00:00","1899-12-30 10:01","1899-12-30 16:03"
"2014-12-17 00:00","1899-12-30 10:02","1899-12-30 16:03"
"2014-12-18 00:00","1899-12-30 10:03","1899-12-30 16:03"
"2014-12-19 00:00","1899-12-30 10:04","1899-12-30 16:03"
"2014-12-20 00:00","1899-12-30 10:04","1899-12-30 16:04"
"2014-12-21 00:00","1899-12-30 10:05","1899-12-30 16:04"
"2014-12-22 00:00","1899-12-30 10:05","1899-12-30 16:05"
"2014-12-23 00:00","1899-12-30 10:06","1899-12-30 16:05"
"2014-12-24 00:00","1899-12-30 10:06","1899-12-30 16:06"
"2014-12-25 00:00","1899-12-30 10:06","1899-12-30 16:07"
"2014-12-26 00:00","1899-12-30 10:06","1899-12-30 16:08"
"2014-12-27 00:00","1899-12-30 10:06","1899-12-30 16:09"
"2014-12-28 00:00","1899-12-30 10:06","1899-12-30 16:10"
"2014-12-29 00:00","1899-12-30 10:06","1899-12-30 16:11"
"2014-12-30 00:00","1899-12-30 10:06","1899-12-30 16:12"
"2014-12-31 00:00","1899-12-30 10:05","1899-12-30 16:13"
"2015-01-01 00:00","1899-12-30 10:08","1899-12-30 16:17"
"2015-01-02 00:00","1899-12-30 10:07","1899-12-30 16:19"
"2015-01-03 00:00","1899-12-30 10:07","1899-12-30 16:20"
"2015-01-04 00:00","1899-12-30 10:06","1899-12-30 16:22"
"2015-01-05 00:00","1899-12-30 10:05","1899-12-30 16:23"
"2015-01-06 00:00","1899-12-30 10:05","1899-12-30 16:25"
"2015-01-07 00:00","1899-12-30 10:04","1899-12-30 16:27"
"2015-01-08 00:00","1899-12-30 10:03","1899-12-30 16:29"
"2015-01-09 00:00","1899-12-30 10:02","1899-12-30 16:30"
"2015-01-10 00:00","1899-12-30 10:01","1899-12-30 16:32"
"2015-01-11 00:00","1899-12-30 10:00","1899-12-30 16:34"
"2015-01-12 00:00","1899-12-30 09:58","1899-12-30 16:36"
"2015-01-13 00:00","1899-12-30 09:57","1899-12-30 16:38"
"2015-01-14 00:00","1899-12-30 09:56","1899-12-30 16:41"
"2015-01-15 00:00","1899-12-30 09:54","1899-12-30 16:43"
"2015-01-16 00:00","1899-12-30 09:53","1899-12-30 16:45"
"2015-01-17 00:00","1899-12-30 09:51","1899-12-30 16:47"
"2015-01-18 00:00","1899-12-30 09:49","1899-12-30 16:49"
"2015-01-19 00:00","1899-12-30 09:48","1899-12-30 16:52"
"2015-01-20 00:00","1899-12-30 09:46","1899-12-30 16:54"
"2015-01-21 00:00","1899-12-30 09:44","1899-12-30 16:56"
"2015-01-22 00:00","1899-12-30 09:42","1899-12-30 16:59"
"2015-01-23 00:00","1899-12-30 09:40","1899-12-30 17:01"
"2015-01-24 00:00","1899-12-30 09:39","1899-12-30 17:04"
"2015-01-25 00:00","1899-12-30 09:37","1899-12-30 17:06"
"2015-01-26 00:00","1899-12-30 09:35","1899-12-30 17:09"
"2015-01-27 00:00","1899-12-30 09:32","1899-12-30 17:11"
"2015-01-28 00:00","1899-12-30 09:30","1899-12-30 17:14"
"2015-01-29 00:00","1899-12-30 09:28","1899-12-30 17:16"
"2015-01-30 00:00","1899-12-30 09:26","1899-12-30 17:19"
"2015-01-31 00:00","1899-12-30 09:24","1899-12-30 17:21"
"2015-02-01 00:00","1899-12-30 09:21","1899-12-30 17:24"
"2015-02-02 00:00","1899-12-30 09:19","1899-12-30 17:26"
"2015-02-03 00:00","1899-12-30 09:17","1899-12-30 17:29"
"2015-02-04 00:00","1899-12-30 09:14","1899-12-30 17:32"
"2015-02-05 00:00","1899-12-30 09:12","1899-12-30 17:34"
"2015-02-06 00:00","1899-12-30 09:10","1899-12-30 17:37"
"2015-02-07 00:00","1899-12-30 09:07","1899-12-30 17:39"
"2015-02-08 00:00","1899-12-30 09:05","1899-12-30 17:42"
"2015-02-09 00:00","1899-12-30 09:02","1899-12-30 17:45"
"2015-02-10 00:00","1899-12-30 09:00","1899-12-30 17:47"
"2015-02-11 00:00","1899-12-30 08:57","1899-12-30 17:50"
"2015-02-12 00:00","1899-12-30 08:54","1899-12-30 17:52"
"2015-02-13 00:00","1899-12-30 08:52","1899-12-30 17:55"
"2015-02-14 00:00","1899-12-30 08:49","1899-12-30 17:57"
"2015-02-15 00:00","1899-12-30 08:47","1899-12-30 18:00"
"2015-02-16 00:00","1899-12-30 08:44","1899-12-30 18:03"
"2015-02-17 00:00","1899-12-30 08:41","1899-12-30 18:05"
"2015-02-18 00:00","1899-12-30 08:39","1899-12-30 18:08"
"2015-02-19 00:00","1899-12-30 08:36","1899-12-30 18:10"
"2015-02-20 00:00","1899-12-30 08:33","1899-12-30 18:13"
"2015-02-21 00:00","1899-12-30 08:30","1899-12-30 18:15"
"2015-02-22 00:00","1899-12-30 08:27","1899-12-30 18:18"
"2015-02-23 00:00","1899-12-30 08:25","1899-12-30 18:20"
"2015-02-24 00:00","1899-12-30 08:22","1899-12-30 18:23"
"2015-02-25 00:00","1899-12-30 08:19","1899-12-30 18:25"
"2015-02-26 00:00","1899-12-30 08:16","1899-12-30 18:28"
"2015-02-27 00:00","1899-12-30 08:13","1899-12-30 18:30"
"2015-02-28 00:00","1899-12-30 08:11","1899-12-30 18:33"
"2015-03-01 00:00","1899-12-30 08:08","1899-12-30 18:35"
"2015-03-02 00:00","1899-12-30 08:05","1899-12-30 18:38"
"2015-03-03 00:00","1899-12-30 08:02","1899-12-30 18:40"
"2015-03-04 00:00","1899-12-30 07:59","1899-12-30 18:43"
"2015-03-05 00:00","1899-12-30 07:56","1899-12-30 18:45"
"2015-03-06 00:00","1899-12-30 07:53","1899-12-30 18:48"
"2015-03-07 00:00","1899-12-30 07:50","1899-12-30 18:50"
"2015-03-08 00:00","1899-12-30 07:47","1899-12-30 18:53"
"2015-03-09 00:00","1899-12-30 07:44","1899-12-30 18:55"
"2015-03-10 00:00","1899-12-30 07:41","1899-12-30 18:58"
"2015-03-11 00:00","1899-12-30 07:38","1899-12-30 19:00"
"2015-03-12 00:00","1899-12-30 07:36","1899-12-30 19:03"
"2015-03-13 00:00","1899-12-30 07:33","1899-12-30 19:05"
"2015-03-14 00:00","1899-12-30 07:30","1899-12-30 19:07"
"2015-03-15 00:00","1899-12-30 07:27","1899-12-30 19:10"
"2015-03-16 00:00","1899-12-30 07:24","1899-12-30 19:12"
"2015-03-17 00:00","1899-12-30 07:21","1899-12-30 19:15"
"2015-03-18 00:00","1899-12-30 07:18","1899-12-30 19:17"
"2015-03-19 00:00","1899-12-30 07:15","1899-12-30 19:19"
"2015-03-20 00:00","1899-12-30 07:12","1899-12-30 19:22"
"2015-03-21 00:00","1899-12-30 07:09","1899-12-30 19:24"
"2015-03-22 00:00","1899-12-30 07:06","1899-12-30 19:27"
"2015-03-23 00:00","1899-12-30 07:03","1899-12-30 19:29"
"2015-03-24 00:00","1899-12-30 07:00","1899-12-30 19:31"
"2015-03-25 00:00","1899-12-30 06:57","1899-12-30 19:34"
"2015-03-26 00:00","1899-12-30 06:54","1899-12-30 19:36"
"2015-03-27 00:00","1899-12-30 06:51","1899-12-30 19:39"
"2015-03-28 00:00","1899-12-30 06:48","1899-12-30 19:41"
"2015-03-29 00:00","1899-12-30 06:45","1899-12-30 19:43"
"2015-03-30 00:00","1899-12-30 06:42","1899-12-30 19:46"
"2015-03-31 00:00","1899-12-30 06:39","1899-12-30 19:48"
"2015-04-01 00:00","1899-12-30 06:36","1899-12-30 19:51"
"2015-04-02 00:00","1899-12-30 06:33","1899-12-30 19:53"
"2015-04-03 00:00","1899-12-30 06:30","1899-12-30 19:55"
"2015-04-04 00:00","1899-12-30 06:27","1899-12-30 19:58"
"2015-04-05 00:00","1899-12-30 06:24","1899-12-30 20:00"
"2015-04-06 00:00","1899-12-30 06:21","1899-12-30 20:02"
"2015-04-07 00:00","1899-12-30 06:18","1899-12-30 20:05"
"2015-04-08 00:00","1899-12-30 06:15","1899-12-30 20:07"
"2015-04-09 00:00","1899-12-30 06:12","1899-12-30 20:10"
"2015-04-10 00:00","1899-12-30 06:09","1899-12-30 20:12"
"2015-04-11 00:00","1899-12-30 06:06","1899-12-30 20:14"
