FID,Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,Video_file_1,Boulder,Cobble,Pebble,Gravel,Shell,Sand,Mud,Kelp,Macroalgae,Filamentous_microalgae,Coralline_algae,Seagrass,Crab,Sponge,Sea_pen,Anemone,Sea_star,Urchin,Bryozoan,Tunicate,Nudibranch,Polychaete,Octopus,Clam_siphons,FID_1,Date_1,Time_1,POINT_X_1,POINT_Y_1,Class_1,Video_file_12,Subst_Orig_1,Subst_Cla_1,Sub_Subcl_1,Sub_Grp_1,Sub_Subgr_1,CMECS_12,Modifier_12,CMECSMod_1,Co_oc_el1_1,CMECS_12_13,Modifier_12_13,CMECSMod1_1,Co_oc_el2_1,CMECS_23,Modifier_23,CMECSMod2_1,Co_oc_el3_1,CMECS_34,Modifier_34,CMECSMod3_1,Co_oc_el4_1,CMECS_45,Modifier_45,CMECSMod4_1,Site_ID_1,Depth,Otters
330,7/10/2017 0:00,9:03 AM,-151.9518488,59.36278401,"boulder 50-<90%, shell 0-<10%, macroalgae 0-<10%",KBAY_2017_07_10_GOPRO_069_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2017_69,KBAY_2017_07_10_GOPRO_069_clip_3.mp4,80,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,330,7/10/2017 0:00,9:03 AM,-151.9518488,59.36278401,"boulder 50-<90%, shell 0-<10%, macroalgae 0-<10%",KBAY_2017_07_10_GOPRO_069_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2017_69,-24.60120583,1
331,7/10/2017 0:00,9:13 AM,-151.9447823,59.37138871,"gravel 10-<50%, shell 50-<90%",KBAY_2017_07_10_GOPRO_064_clip_4.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Pebble,S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_64,KBAY_2017_07_10_GOPRO_064_clip_4.mp4,0,10,50,10,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,331,7/10/2017 0:00,9:13 AM,-151.9447823,59.37138871,"gravel 10-<50%, shell 50-<90%",KBAY_2017_07_10_GOPRO_064_clip_4.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Pebble,S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_64,-39.48139954,1
332,7/10/2017 0:00,9:24 AM,-151.9346846,59.36554362,"boulder 50-<90%, shell 0-<10%, macroalgae 50-<90%",KBAY_2017_07_10_GOPRO_068_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_68,KBAY_2017_07_10_GOPRO_068_clip_5.mp4,100,0,0,0,0,0,0,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,7/10/2017 0:00,9:24 AM,-151.9346846,59.36554362,"boulder 50-<90%, shell 0-<10%, macroalgae 50-<90%",KBAY_2017_07_10_GOPRO_068_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_68,-15.79741383,1
333,7/10/2017 0:00,9:28 AM,-151.9313034,59.36182664,"boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_10_GOPRO_067_clip_6.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_67,KBAY_2017_07_10_GOPRO_067_clip_6.mp4,100,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,7/10/2017 0:00,9:28 AM,-151.9313034,59.36182664,"boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_10_GOPRO_067_clip_6.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_67,-10.43610191,1
334,7/10/2017 0:00,9:36 AM,-151.9244553,59.36772188,"mud, shell 50-<90%, cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2017_07_10_GOPRO_070_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%, , , , , ,2017_70,KBAY_2017_07_10_GOPRO_070_clip_7.mp4,0,20,0,0,50,30,0,10,20,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,334,7/10/2017 0:00,9:36 AM,-151.9244553,59.36772188,"mud, shell 50-<90%, cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2017_07_10_GOPRO_070_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%, , , , , ,2017_70,-24.90991783,1
335,7/10/2017 0:00,9:46 AM,-151.9196473,59.37315683,"sand, shell 10-<50%",KBAY_2017_07_10_GOPRO_072_clip_8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_72,KBAY_2017_07_10_GOPRO_072_clip_8.mp4,0,0,0,0,20,80,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,335,7/10/2017 0:00,9:46 AM,-151.9196473,59.37315683,"sand, shell 10-<50%",KBAY_2017_07_10_GOPRO_072_clip_8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_72,-31.12020683,1
340,7/10/2017 0:00,11:12 AM,-151.8163237,59.35865136,"mud, shell 50-<90%, cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2017_07_10_GOPRO_079_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%, , , , , ,2017_79,KBAY_2017_07_10_GOPRO_079_clip_13.mp4,0,20,0,0,20,0,60,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,7/10/2017 0:00,11:12 AM,-151.8163237,59.35865136,"mud, shell 50-<90%, cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2017_07_10_GOPRO_079_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%, , , , , ,2017_79,-12.58143234,1
341,7/10/2017 0:00,11:20 AM,-151.8275547,59.36103728,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_080_clip_14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_80,KBAY_2017_07_10_GOPRO_080_clip_14.mp4,0,0,0,0,5,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,7/10/2017 0:00,11:20 AM,-151.8275547,59.36103728,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_080_clip_14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_80,-23.82367516,1
344,7/10/2017 0:00,11:47 AM,-151.8947339,59.36354753,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_077_clip_17.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_77,KBAY_2017_07_10_GOPRO_077_clip_17.mp4,0,0,0,0,10,0,90,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,344,7/10/2017 0:00,11:47 AM,-151.8947339,59.36354753,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_077_clip_17.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_77,-29.08981705,1
345,7/10/2017 0:00,12:24 PM,-151.9057631,59.37225317,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_071_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_71,KBAY_2017_07_10_GOPRO_071_clip_18.mp4,0,0,0,0,10,0,90,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,345,7/10/2017 0:00,12:24 PM,-151.9057631,59.37225317,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_071_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_71,-32.9709053,1
346,7/10/2017 0:00,12:27 PM,-151.9098171,59.37247149,"mud, shell 10-<50%",KBAY_2017_07_10_GOPRO_075_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_75,KBAY_2017_07_10_GOPRO_075_clip_19.mp4,0,0,0,0,40,0,60,5,0,0,0,0,0,0,0,19,3,1,0,0,0,0,0,0,346,7/10/2017 0:00,12:27 PM,-151.9098171,59.37247149,"mud, shell 10-<50%",KBAY_2017_07_10_GOPRO_075_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_75,-38.10477829,1
347,7/10/2017 0:00,12:34 PM,-151.9101131,59.37468734,"mud, shell 10-<50%",KBAY_2017_07_10_GOPRO_074_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_74,KBAY_2017_07_10_GOPRO_074_clip_20.mp4,0,0,0,0,50,50,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,347,7/10/2017 0:00,12:34 PM,-151.9101131,59.37468734,"mud, shell 10-<50%",KBAY_2017_07_10_GOPRO_074_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_74,-35.62159729,1
348,7/10/2017 0:00,12:43 PM,-151.9188624,59.37864644,"sand, shell 10-<50%",KBAY_2017_07_10_GOPRO_073_clip_21.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_73,KBAY_2017_07_10_GOPRO_073_clip_21.mp4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,348,7/10/2017 0:00,12:43 PM,-151.9188624,59.37864644,"sand, shell 10-<50%",KBAY_2017_07_10_GOPRO_073_clip_21.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_73,-29.98848534,1
349,7/10/2017 0:00,12:49 PM,-151.9118734,59.383664,"cobble/gravel 10-<50%, shell 10-<50%",KBAY_2017_07_10_GOPRO_081_clip_22.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_81,KBAY_2017_07_10_GOPRO_081_clip_22.mp4,0,10,30,0,60,0,0,5,0,10,15,0,0,0,0,0,2,0,0,0,0,0,0,0,349,7/10/2017 0:00,12:49 PM,-151.9118734,59.383664,"cobble/gravel 10-<50%, shell 10-<50%",KBAY_2017_07_10_GOPRO_081_clip_22.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_81,-33.4503479,1
356,7/10/2017 0:00,2:46 PM,-151.6538925,59.55121674,"mud, shell 0%",KBAY_2017_07_10_GOPRO_010_clip_29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_10,KBAY_2017_07_10_GOPRO_010_clip_29.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,356,7/10/2017 0:00,2:46 PM,-151.6538925,59.55121674,"mud, shell 0%",KBAY_2017_07_10_GOPRO_010_clip_29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_10,-80.13977814,1
357,7/10/2017 0:00,3:02 PM,-151.6161119,59.55562855,"mud, shell 0%",KBAY_2017_07_10_GOPRO_009_clip_30.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_9,KBAY_2017_07_10_GOPRO_009_clip_30.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,357,7/10/2017 0:00,3:02 PM,-151.6161119,59.55562855,"mud, shell 0%",KBAY_2017_07_10_GOPRO_009_clip_30.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_9,-85.51556396,1
359,7/10/2017 0:00,3:29 PM,-151.6027631,59.52778835,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_011_clip_32.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_11,KBAY_2017_07_10_GOPRO_011_clip_32.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,7/10/2017 0:00,3:29 PM,-151.6027631,59.52778835,"mud, shell 0-<10%",KBAY_2017_07_10_GOPRO_011_clip_32.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_11,-100.3511887,1
361,7/12/2017 0:00,9:16 AM,-151.7726829,59.63401312,"sand, shell 0-<10%",KBAY_2017_07_12_GOPRO_001_clip_2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_1,KBAY_2017_07_12_GOPRO_001_clip_2.mp4,0,0,0,0,30,0,70,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,361,7/12/2017 0:00,9:16 AM,-151.7726829,59.63401312,"sand, shell 0-<10%",KBAY_2017_07_12_GOPRO_001_clip_2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_1,-31.67132759,1
362,7/12/2017 0:00,9:29 AM,-151.7486766,59.63585304,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_005_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_5,KBAY_2017_07_12_GOPRO_005_clip_3.mp4,0,0,0,0,40,0,60,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,7/12/2017 0:00,9:29 AM,-151.7486766,59.63585304,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_005_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_5,-31.89975739,1
363,7/12/2017 0:00,9:55 AM,-151.7453131,59.64781173,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_004_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_4,KBAY_2017_07_12_GOPRO_004_clip_4.mp4,0,0,0,0,40,0,60,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,7/12/2017 0:00,9:55 AM,-151.7453131,59.64781173,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_004_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_4,-30.62239456,1
364,7/12/2017 0:00,10:10 AM,-151.7143729,59.59609172,"mud, shell 0-<10%",KBAY_2017_07_12_GOPRO_002_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_2,KBAY_2017_07_12_GOPRO_002_clip_5.mp4,0,0,0,0,30,0,70,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,364,7/12/2017 0:00,10:10 AM,-151.7143729,59.59609172,"mud, shell 0-<10%",KBAY_2017_07_12_GOPRO_002_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_2,-35.44526672,1
366,7/12/2017 0:00,10:31 AM,-151.6724394,59.61048412,"mud, shell 50-<90%",KBAY_2017_07_12_GOPRO_003_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_3,KBAY_2017_07_12_GOPRO_003_clip_7.mp4,2,0,0,0,50,0,48,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,7/12/2017 0:00,10:31 AM,-151.6724394,59.61048412,"mud, shell 50-<90%",KBAY_2017_07_12_GOPRO_003_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_3,-29.49779129,1
367,7/12/2017 0:00,10:42 AM,-151.633084,59.61808929,"mud, shell 50-<90%",KBAY_2017_07_12_GOPRO_143_clip_8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_143,KBAY_2017_07_12_GOPRO_143_clip_8.mp4,0,0,0,0,70,0,30,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,367,7/12/2017 0:00,10:42 AM,-151.633084,59.61808929,"mud, shell 50-<90%",KBAY_2017_07_12_GOPRO_143_clip_8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_143,-25.98521423,1
370,7/12/2017 0:00,11:14 AM,-151.5329246,59.60730782,"boulder/cobble/gravel 50-<90%, shell 0-<10%",KBAY_2017_07_12_GOPRO_145_clip_11.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_145,KBAY_2017_07_12_GOPRO_145_clip_11.mp4,50,30,0,0,10,10,0,0,5,10,70,0,0,0,0,0,0,9,0,0,0,0,0,0,370,7/12/2017 0:00,11:14 AM,-151.5329246,59.60730782,"boulder/cobble/gravel 50-<90%, shell 0-<10%",KBAY_2017_07_12_GOPRO_145_clip_11.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_145,-11.58219147,1
371,7/12/2017 0:00,11:22 AM,-151.5104672,59.59887586,"boulder/cobble/gravel 50-<90%, shell 0-<10%",KBAY_2017_07_12_GOPRO_146_clip_12.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_146,KBAY_2017_07_12_GOPRO_146_clip_12.mp4,30,40,0,0,10,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,371,7/12/2017 0:00,11:22 AM,-151.5104672,59.59887586,"boulder/cobble/gravel 50-<90%, shell 0-<10%",KBAY_2017_07_12_GOPRO_146_clip_12.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_146,-10.65775681,1
372,7/12/2017 0:00,11:48 AM,-151.5055901,59.54095709,"mud, shell 10-<50%",KBAY_2017_07_12_SARTEK_710_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_710,KBAY_2017_07_12_SARTEK_710_clip_13.mp4,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,7/12/2017 0:00,11:48 AM,-151.5055901,59.54095709,"mud, shell 10-<50%",KBAY_2017_07_12_SARTEK_710_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_710,-45.77439499,1
